,Tweet
22,"Our latest #LassaFever situation report (epidemiological week 14) has been published.

Read via https://t.co/bJgujjVUGH https://t.co/t5GAZhRUcZ"
23,"RT @NphcdaNG: These are the brands of COVID-19 vaccines available in Nigeria — Moderna, AstraZeneca, Pfizer and Johnson &amp; Johnson and the d…"
24,"This report includes:

▪️Data for 14th to 15th April 2022
▪️7 States with zero cases reported: Bauchi, FCT, Kaduna, Kano, Lagos, Nasarawa, and Sokoto

For a breakdown of cases by state visit https://t.co/zQrpNeOfet

#TakeResponsibility https://t.co/ysgSPvwHKW"
25,"2 new confirmed cases of #COVID19Nigeria;

Delta-1
Rivers-1

255,648 confirmed 
249,847 discharged 
3,143 deaths https://t.co/6B55DzPcKe"
26,"Today, we celebrate the heroic efforts of all biomedical laboratory scientists for their role in diagnostic and preventive health care systems.🔬

What you do matters! Your work saves lives 👏🏼 https://t.co/yitQVeMOxd"
27,"Complete your #COVID19 vaccine doses for full protection.

If you have received your first dose of Moderna, AstraZeneca or Pfizer vaccine, kindly check the due date and get your second dose for full protection.

#YesToCOVID19Vaccine
#TakeResponsibility https://t.co/BFuR7v2yoh"
28,"Store all food items away from contact with rats.

#LassaFever can be transmitted by food that has been contaminated with the urine and faeces of infected rats.

Cook food items properly before eating. https://t.co/95WjPILxIV"
29,"RT @BANigeria: Q: Can pregnant women take the COVID-19 vaccine? 

A: 👇

#YesToCOVID19Vaccine https://t.co/rgDThzUKk9"
0,"#IndiaFightsCorona:

📍#COVID19 Active Cases in India (As on 21st April, 2022): 13,433

✅Keep following #COVIDAppropriateBehaviour 

➡️Always wear a mask
➡️Wash/sanitize hands regularly
➡️Maintain distancing
➡️Get yourself fully vaccinated

#We4Vaccine
#Unite2FightCorona https://t.co/VNba7XeQ19"
1,"#IndiaFightsCorona:

📍𝑴𝒐𝒓𝒆 𝒕𝒉𝒂𝒏 15 lakh (15,47,288) 𝒗𝒂𝒄𝒄𝒊𝒏𝒆 𝒅𝒐𝒔𝒆𝒔 𝒂𝒅𝒎𝒊𝒏𝒊𝒔𝒕𝒆𝒓𝒆𝒅 𝒊𝒏 𝒕𝒉𝒆 𝒍𝒂𝒔𝒕 24 𝒉𝒐𝒖𝒓𝒔.

☑️Together we can win the battle against #COVID19.

#We4Vaccine
#LargestVaccinationDrive
#Unite2FightCorona https://t.co/uNIEnxskQG"
2,"#IndiaFightsCorona:

📍New #COVID19 cases in last 24 hours (As on 21st April, 2022): 2,380

✅Keep following #COVIDAppropriateBehaviour

➡️Always wear a mask
➡️Wash/sanitize hands regularly
➡️Maintain distancing
➡️Get yourself fully vaccinated

#We4Vaccine
#Unite2FightCorona https://t.co/MyvjUMixdZ"
3,"#IndiaFightsCorona: 

➡️1,547 patients recovered during last 24 hours 

➡️4.25 crore total recoveries across the country so far 

➡️Recovery rate currently at 98.76%

#Unite2FightCorona 
#We4Vaccine https://t.co/1ba846v3gf"
4,"#IndiaFightsCorona:

➡️186.90 crore vaccine doses administered so far

➡️83.29 crore total tests conducted so far

#We4Vaccine
#Unite2FightCorona 

3/4 https://t.co/5OEHg0Yf96"
5,"#IndiaFightsCorona: 

➡️Active caseload stands at 12,340

➡️Active cases stands at 0.03%

➡️Weekly positivity rate currently at 0.38% 

#Unite2FightCorona 
#We4Vaccine 

2/4 https://t.co/LjLmyssFRX"
6,"#IndiaFightsCorona:

#COVID19 UPDATE (As on 20th April, 2022) 

➡️2,067 daily new cases in the last 24 hours 

➡️Daily positivity rate - 0.49%

#Unite2FightCorona 
#We4Vaccine 

1/4 https://t.co/jzyTBuG5rt"
7,"#IndiaFightsCorona:

📍More than 4 Lakh (4,21,183) #COVID19 samples tested in the last 24 hours.

✅Together, we can win the battle against COVID-19.

➡#StaySafe and follow #COVIDAppropriateBehaviour 

#Unite2FightCorona 
#We4Vaccine https://t.co/yc28Mv8Df7"
8,"#IndiaFightsCorona:

📍#COVID19 Active Cases in India (As on 20th April, 2022): 12,340

✅Keep following #COVIDAppropriateBehaviour 

➡️Always wear a mask
➡️Wash/sanitize hands regularly
➡️Maintain distancing
➡️Get yourself fully vaccinated

#We4Vaccine
#Unite2FightCorona https://t.co/cQOBSlVTu3"
9,"#IndiaFightsCorona:

📍𝑴𝒐𝒓𝒆 𝒕𝒉𝒂𝒏 17 lakh (17,23,733) 𝒗𝒂𝒄𝒄𝒊𝒏𝒆 𝒅𝒐𝒔𝒆𝒔 𝒂𝒅𝒎𝒊𝒏𝒊𝒔𝒕𝒆𝒓𝒆𝒅 𝒊𝒏 𝒕𝒉𝒆 𝒍𝒂𝒔𝒕 24 𝒉𝒐𝒖𝒓𝒔.

☑️Together we can win the battle against #COVID19.

#We4Vaccine
#LargestVaccinationDrive
#Unite2FightCorona https://t.co/23hYjPlOOq"
10,"#IndiaFightsCorona:

📍New #COVID19 cases in last 24 hours (As on 20th April, 2022): 2,067

✅Keep following #COVIDAppropriateBehaviour

➡️Always wear a mask
➡️Wash/sanitize hands regularly
➡️Maintain distancing
➡️Get yourself fully vaccinated

#We4Vaccine
#Unite2FightCorona https://t.co/HqguKwGl2B"
11,"#IndiaFightsCorona:

➡️ Over 83.29 Cr COVID Tests conducted so far.

➡️ Weekly Positivity Rate currently at 0.38%.

➡️ Daily Positivity Rate stands at 0.49%.

Details: https://t.co/Cb1Motwx1o

#Unite2FightCorona 
#We4Vaccine https://t.co/zvpWvZ5XOO"
12,"#IndiaFightsCorona:

➡️ 2,067 New Cases reported in last 24 hours.

#Unite2FightCorona 
#We4Vaccine https://t.co/6EEH1k2FNr"
13,"#IndiaFightsCorona:

➡️ India's Recovery Rate currently stands at 98.76%.

➡️ India's Cumulative Recoveries over 4.25 Cr (4,25,13,248).

#Unite2FightCorona 
#We4Vaccine https://t.co/yTBOlESzMY"
14,"#IndiaFightsCorona:

➡️ India's Active Caseload currently stands at 12,340 today. 

➡️ Active Cases presently constitute 0.03% of Total Cases.

#Unite2FightCorona 
#We4Vaccine https://t.co/F3MEpjjIX3"
15,"#IndiaFightsCorona:

➡️ India’s Cumulative #COVID19 Vaccination Coverage exceeds 186.90 Cr (1,86,90,56,607).

➡️ Over 2.50 Cr 1st dose vaccines administered for age group 12-14 years.

#Unite2FightCorona 
#We4Vaccine https://t.co/5yGh7xIdzP"
16,"#IndiaFightsCorona:

#𝐂𝐎𝐕𝐈𝐃𝟏𝟗 𝐕𝐚𝐜𝐜𝐢𝐧𝐚𝐭𝐢𝐨𝐧 𝐔𝐏𝐃𝐀𝐓𝐄

➡️ More than 192.27 Cr vaccine doses provided to States/UTs

➡️ More than 20.33 Cr doses still available with States/UTs to be administered

Details: https://t.co/tY9BgDNIJX

#Unite2FightCorona 
#We4Vaccine https://t.co/oL062O9Ix8"
17,"#IndiaFightsCorona:

➡️ Over 83.25 Cr COVID Tests conducted so far.

➡️ Weekly Positivity Rate currently at 0.34%.

➡️ Daily Positivity Rate stands at 0.31%.

Details: https://t.co/iD9Z4LtIuY

#Unite2FightCorona 
#We4Vaccine https://t.co/yirs9MedX3"
18,"#IndiaFightsCorona:

➡️ 1,247 New Cases reported in last 24 hours.

#Unite2FightCorona 
#We4Vaccine https://t.co/Sg1A0z7QCn"
19,"#IndiaFightsCorona:

➡️ India's Recovery Rate currently stands at 98.76%.

➡️ India's Cumulative Recoveries over 4.25 Cr (4,25,11,701).

#Unite2FightCorona 
#We4Vaccine https://t.co/14EFfpg9vs"
20,"#IndiaFightsCorona:

➡️ India's Active Caseload declines to 11,860 today. 

➡️ Active Cases presently constitute 0.03% of Total Cases.

#Unite2FightCorona 
#We4Vaccine https://t.co/ZON4v6nRyA"
21,"#IndiaFightsCorona:

➡️ India’s Cumulative #COVID19 Vaccination Coverage exceeds 186.72 Cr (1,86,72,15,865).

➡️ Over 2.47 Cr Doses administered for age group 12-14 years.

#Unite2FightCorona 
#We4Vaccine https://t.co/sb68boN2KS"
22,"#IndiaFightsCorona:

#𝐂𝐎𝐕𝐈𝐃𝟏𝟗 𝐕𝐚𝐜𝐜𝐢𝐧𝐚𝐭𝐢𝐨𝐧 𝐔𝐏𝐃𝐀𝐓𝐄

➡️ More than 192.27 Cr vaccine doses provided to States/UTs

➡️ More than 20.52 Cr doses still available with States/UTs to be administered

Details: https://t.co/Y0efWL2Lf4

#Unite2FightCorona 
#We4Vaccine https://t.co/KIDuUZaZ0J"
23,"#IndiaFightsCorona: 

➡️928 patients recovered during last 24 hours 

➡️4.25 crore total recoveries across the country so far 

➡️Recovery rate currently at 98.76%

#Unite2FightCorona 
#We4Vaccine https://t.co/yKzyBCLcsj"
24,"#IndiaFightsCorona:

➡️186.72 crore vaccine doses administered so far

➡️83.25 crore total tests conducted so far

#We4Vaccine
#Unite2FightCorona 

3/4 https://t.co/0FHMUqC5V1"
25,"#IndiaFightsCorona: 

➡️Active caseload stands at 11,860

➡️Active cases stands at 0.03%

➡️Weekly positivity rate currently at 0.34% 

#Unite2FightCorona 
#We4Vaccine 

2/4 https://t.co/GSmx1aU2c3"
26,"#IndiaFightsCorona:

#COVID19 UPDATE (As on 19th April, 2022) 

➡️1,247 daily new cases in the last 24 hours 

➡️Daily positivity rate - 0.31%

#Unite2FightCorona 
#We4Vaccine 

1/4 https://t.co/NCD5tLVweE"
27,"#IndiaFightsCorona:

📍More than 4 Lakh (4,01,909) #COVID19 samples tested in the last 24 hours.

✅Together, we can win the battle against COVID-19.

➡#StaySafe and follow #COVIDAppropriateBehaviour 

#Unite2FightCorona 
#We4Vaccine https://t.co/MToCqtns05"
28,"#IndiaFightsCorona:

📍#COVID19 Active Cases in India (As on 19th April, 2022): 11,860

✅Keep following #COVIDAppropriateBehaviour 

➡️Always wear a mask
➡️Wash/sanitize hands regularly
➡️Maintain distancing
➡️Get yourself fully vaccinated

#We4Vaccine
#Unite2FightCorona https://t.co/XlidoOttZY"
29,"#IndiaFightsCorona:

📍𝑴𝒐𝒓𝒆 𝒕𝒉𝒂𝒏 16 lakh (16,89,995) 𝒗𝒂𝒄𝒄𝒊𝒏𝒆 𝒅𝒐𝒔𝒆𝒔 𝒂𝒅𝒎𝒊𝒏𝒊𝒔𝒕𝒆𝒓𝒆𝒅 𝒊𝒏 𝒕𝒉𝒆 𝒍𝒂𝒔𝒕 24 𝒉𝒐𝒖𝒓𝒔.

☑️Together we can win the battle against #COVID19.

#We4Vaccine
#LargestVaccinationDrive
#Unite2FightCorona https://t.co/JfRQsRnwlU"
0,"#4YearsofHWCs

➡️ More than 71,000 ABHA Health IDs created; 17,000 PMJAY Golden Cards issued and 36,000 teleconsultations done"
1,"#4YearsofHWCs

➡️More than 4 lakh people participated in Ayushman Bharat block level Health Melas on 20th April; 484 blocks organized Health Melas on day three across the country.

https://t.co/BJcQjGqEnH https://t.co/XzkkoNjrjL"
2,"राजस्थान के जोधपुर जिले के #बालेसर खण्ड में आयोजित ब्लॉक हेल्थ मेले में लाभार्थी श्रीमती रौनक जी ने स्वास्थ्य सेवाओं का लाभ लेकर अपने अनुभव साझा किए।
#4YearsofHWC
#AzadiKaAmritMahotsav 

@mansukhmandviya @ianuragthakur @DrBharatippawar @PIB_India @mygovindia @AmritMahotsav https://t.co/bzuX549A3z"
3,"#4YearsofHWC 

डिजिटल मिशन के अंतर्गत आयुषमान भारत का लक्ष्य है कि देश के हर नागरिक का स्वास्थ्य खाता हो जिसके माध्यम से नागरिकों के स्वास्थ्य इतिहास को डिजिटली संरक्षित रखा जाएगा।
- डॉ. @MansukhMandviya, केंद्रीय स्वास्थ्य एवं परिवार कल्याण मंत्री 

@ianuragthakur https://t.co/Pr1lQLseeG"
4,"राजस्थान के जोधपुर जिले के #बालेसर खण्ड में आयोजित ब्लॉक हेल्थ मेले में लाभार्थी श्रीमती राधादेवी जी ने स्वास्थ्य सेवाओं का लाभ लेकर अपने अनुभव साझा किए।
#4YearsofHWC
#AzadiKaAmritMahotsav 

@mansukhmandviya @ianuragthakur @DrBharatippawar @PIB_India @AmritMahotsav https://t.co/40kQqznY06"
5,"RT @mansukhmandviya: The entire nation has immersed itself in the spirit of #AzadiKaAmritMahotsav

#4YearsofHWC https://t.co/otZFWjNJ9n"
6,"#LargestVaccineDrive
#Unite2FightCorona https://t.co/fBDLeWr62c"
7,"RT @mansukhmandviya: Glad to be part of the 62nd Foundation Day of the National Academy of Medical Sciences.

NAMS is a unique institution…"
8,"RT @mansukhmandviya: Learning, Research &amp; Innovation are vital for us. 

PM @NarendraModi Ji's Govt is taking numerous steps to create an e…"
9,"RT @mansukhmandviya: हमारी ट्रेडिशनल मेडिसिन, आयुष, आयुर्वेद और मॉडर्न मेडिसिन उसके बीच integration करना बहुत आवश्यक है। https://t.co/WnQih…"
10,"RT @OfficeOf_MM: हमारी ट्रेडिशनल मेडिसिन, आयुष, आयुर्वेद और मॉडर्न मेडिसिन उसके बीच में एकीकरण कैसे हो यह बहुत आवश्यक है। क्यूँकि यही व्यव…"
11,"RT @OfficeOf_MM: Minister Dr @MansukhMandviya is addressing the Foundation Day celebration of the National Academy of Medical Sciences

htt…"
12,"#Unite2FightCorona
#LargestVaccineDrive https://t.co/gKqdiY6Zr6"
13,"#Unite2FightCorona
#LargestVaccineDrive https://t.co/0k4sxFKjF0"
14,"इन मुश्किल हालत में, अगर आपको दो हफ़्तों से ज्यादा खाँसी, वजन में लगातार गिरावट, भूख न लगना, बुख़ार के लक्षण दिखे तो यह #टीबी हो सकती हैI
#टीबीमुक्तभारत https://t.co/WYOqIYGbLm"
15,"In these difficult circumstances, it’s important to get tested for #TB if you have symptoms like cough more than 2 weeks, weight loss, loss of appetite, night sweat &amp; fever.
#TBHaregaDeshJeetega #TBMuktBharat https://t.co/y1CPTT4LQR"
16,"#LargestVaccineDrive 
#Unite2FightCorona 

@PMOIndia @mansukhmandviya @ianuragthakur @DrBharatippawar @PIB_India @mygovindia @COVIDNewsByMIB @AmritMahotsav @DDNewslive @airnewsalerts https://t.co/SXZq89FYMZ"
17,"#Unite2FightCorona
#LargestVaccineDrive https://t.co/FHza6aPjgN"
18,"#Unite2FightCorona
#LargestVaccineDrive https://t.co/3stnk9ufJT"
19,"RT @PIB_India: #COVID19 Updates 

Over 2.53 Cr. 1st dose vaccines administered for age group 12-14 years

India's Active caseload currently…"
20,"RT @PIB_India: #COVID19 Updates

187.07 cr. vaccine doses have been administered so far 

India's Active caseload currently stands at 13,43…"
21,"RT @mansukhmandviya: Mauritius PM thanks India, the ‘pharmacy of world’ 
https://t.co/mfSupWzFVW

via NaMo App https://t.co/ofLnvQsDTX"
22,"#Unite2FightCorona

➡️ Over 83.33 Cr COVID Tests conducted so far.

➡️ Weekly Positivity Rate currently at 0.43%.

➡️ Daily Positivity Rate stands at 0.53%. https://t.co/rFMBP8S6KG"
23,"#Unite2FightCorona

➡️ 2,380 New Cases reported in last 24 hours. https://t.co/IUrEVT5LKl"
24,"#Unite2FightCorona

➡️ India's Recovery Rate currently stands at 98.76%.

➡️ India's Cumulative Recoveries over 4.25 Cr (4,25,14,479). https://t.co/zRjoVTX37k"
25,"#Unite2FightCorona

➡️ India's Active Caseload stands at 13,433 today. 

➡️ Active Cases presently constitute 0.03% of Total Cases. https://t.co/1bVIGxipGg"
26,"#Unite2FightCorona
#LargestVaccineDrive

➡️ India’s Cumulative #COVID19 Vaccination Coverage exceeds 187.07 Cr (1,87,07,08,111).

➡️ Over 2.53 Cr 1st dose vaccines administered for age group 12-14 years.
https://t.co/ZBlCbnQ2e0 https://t.co/h48SF7yjrI"
27,"#𝐂𝐎𝐕𝐈𝐃𝟏𝟗 𝐕𝐚𝐜𝐜𝐢𝐧𝐚𝐭𝐢𝐨𝐧 𝐔𝐏𝐃𝐀𝐓𝐄

➡️ More than 192.27 Cr vaccine doses provided to States/UTs.

➡️ More than 20.16 Cr doses still available with States/UTs to be administered.

https://t.co/8Qjl4rIWW8 https://t.co/XVOTnQM4bM"
28,"#Unite2FightCorona
#LargestVaccineDrive

𝗖𝗢𝗩𝗜𝗗 𝗙𝗟𝗔𝗦𝗛

https://t.co/z5OqMCQlNP https://t.co/VQSGKbV1jX"
29,#Unite2FightCorona https://t.co/ueAiKzFOGm
0,A major boost for Make in India! #AatmaNirbharBharat https://t.co/dBTiD8Ebif
1,People across India are participating in the #SabkaVikasMahaQuiz - the biggest quiz contest of the year! What are you waiting for? Take the quiz and stand a chance to win exciting cash rewards. Visit: https://t.co/DtNHH86skq https://t.co/JbusSQ7j7x
2,#CivilServicesDay https://t.co/RvlZq6ska2
3,#CivilServicesDay https://t.co/ypf2MU35dx
4,PM @narendramodi conferred the Prime Minister’s Awards for excellence in Public Administration today. Check out the key highlights from his speech! #CivilServicesDay https://t.co/h5FFHVUIox
5,Celebrating the golden age of the Indian startup ecosystem! #AatmaNirbharBharat https://t.co/UmGIKcnCfY
6,RT @mopr_goi: पंचायती राज दिवस का ये दिन ग्रामीण भारत के #नवनिर्माण के #संकल्पों को दोहराने का एक महत्वपूर्ण अवसर होता है। ये दिन हमारी…
7,"Thank you, Sanjay for participating in the biggest quiz contest of the year - #SabkaVikasMahaQuiz. Challenge your friends and family too. https://t.co/4s0Ib3Ldby https://t.co/Bcyi7Q3nOv"
8,"हमारा हर फैसला देश की एकता और अखंडता को बढ़ाने वाला होना चाहिए। हमारे निर्णय की कसौटी केवल एक होनी चाहिए- इंडिया फर्स्ट, राष्ट्र सर्वोपरि : प्रधानमंत्री @narendramodi #CivilServicesDay https://t.co/8RcOwcrrU6"
9,"आज़ादी के 75 वर्ष से 100 वर्ष की यात्रा में हमें एक विज़न को लेकर आगे बढ़ना चाहिए। हमें अगले 25 वर्षों का लक्ष्य निर्धारित करना होगा, अपने-अपने जिले को अव्वल बनाने का संकल्प लेना होगा : पीएम @narendramodi #CivilServicesDay https://t.co/DhCRdCdOIJ"
10,शासन व्यवस्था के बाहर भी समाज के सामर्थ्य की ताकत बहुत बड़ी होती है। हजारों साल से हमारी परंपरा जन सामान्य के सामर्थ्य को लेकर चलने की परंपरा रही है: प्रधानमंत्री @narendramodi #CivilServicesDay https://t.co/UIpefrB0fn
11,गवर्नेंस में रिफॉर्म्स नित्य और सहज प्रक्रिया होनी चाहिए: प्रधानमंत्री @narendramodi #CivilServicesDay https://t.co/I2WOfOH2sX
12,"Our UPI is getting global appreciation. But are we individually trying to use UPI to pay for the smallest expenses? If we make our contributions, India's UPI will undoubtedly become the biggest platform :PM @narendramodi #CivilServicesDay"
13,"We are tangled in bigger things that we tend to forget that it is the little things that matter. Whenever any officer comes to me with their wedding card, though the card is beautifully crafted, it is often covered with thin plastic. Can we not reduce this single-use plastic?: PM"
14,"When we expect the nation to eradicate single use plastic, aren't we also responsible to proactively try and avoid products made from them :PM @narendramodi #CivilServicesDay"
15,Governance Reforms should your goal. You should always think of ways to make the lives of the citizens easier: PM @narendramodi #CivilServicesDay
16,There were so many laws that were nothing but a burden to people. This is why I decided to not create new laws: first I would eradicate these useless laws. This is why we removed 1500 such laws: PM @narendramodi #CivilServicesDay
17,"Life is about challenging yourself at every juncture of life. Computer operator and Sitarist, both use their fingers for living but slowly the computer operator loses the will to experiment, but the Sitarist is still full of life &amp; vigour even after 80 years: PM #CivilServicesDay"
18,Accounting for every moment towards a mission to achieve something will bring you joy in living life. Enjoy your life &amp; fulfill your dreams: PM @narendramodi #CivilServicesDay
19,"In just 3 months of 2022, India has created 14 unicorn startups. This is a major achievement for the nation that comes when we recognise these individuals :PM @narendramodi #CivilServicesDay"
20,"‘सर्वे संतु निरामया’, this is our life mantra: PM @narendramodi #CivilServicesDay"
21,This nation was built by every citizen who integrated new thoughts &amp; ways in the system. The nation was built by all those who followed the path of innovation with the mantra of 'Nation First': PM @narendramodi #CivilServicesDay
22,"Every civil service servants needs to ask a question. Are we contributing towards speeding up the progress of India? Leadership is not just a political role, every civil servant needs to lead India to newer heights:PM @narendramodi #CivilServicesDay"
23,Our country was not made by any government or dynasty but through 'Jan Bhagidari' and 'Jan Tapasya' by each &amp; every generation that breathed on our sacred soil: PM @narendramodi #CivilServicesDay
24,The Coffee table books launched today were not hard copies. They were e-copies. Can we also take inspiration from this and go the digital route? :PM @narendramodi #CivilServicesDay
25,Every decision taken by a citizen should be taken keeping in mind the unity of the nation: PM @narendramodi #CivilServicesDay
26,"All our efforts should be aligned to one thing: Nation First, India First :PM @narendramodi #CivilServicesDay"
27,3. Maintain the harmony &amp; integrity of the nation with the underling mantra of 'Nation First' ~ PM @narendramodi #CivilServicesDay
28,"Today, on #CivilServicesDay I would like to stress on 3 goals: 
1. Bring Ease of Living to each &amp; every citizen of the country 
2. We have to draft new governance models with the goal of making India the best country in the world
~PM @narendramodi"
29,"When you try to proactively learn from people, you will always find something new to adapt in your life: PM @narendramodi #CivilServicesDay"
