,Tweet
141,"A 61-year-old woman presented with a history of an asymptotic rash on her hands. Could her smoking history be associated? 
https://t.co/pBA5hKhonz"
142,"""Nobody wants any wars.""

Russian Foreign Minister Sergei Lavrov claims there was ""blatant sabotage of the Minsk agreements by Kyiv"" adding, 'the UN Secretary did not intervene'.

Latest on Ukraine: https://t.co/Kerc77lRC1

📺 Sky 501, Virgin 602, Freeview 233 and YouTube https://t.co/NdHi17ut60"
143,The Princess Bride star Cary Elwes has been treated in hospital after being bitten by a rattlesnake https://t.co/CcYUJ2RpNR
144,"""It is my deep conviction that the sooner we end this war, the better.""

UN Secretary General Antonio Guterres says he has had a ""very frank discussion"" with Russia's foreign minister Sergei Lavrov.

Live updates: https://t.co/9GCJzHFTWb

📺 Sky 501, Virgin 602, Freeview 233, YT. https://t.co/FT4VEX25Y7"
145,Caroline Flack: Festival will take place to celebrate Love Island presenter's life https://t.co/PUlBCmJoNY
146,"What now for Twitter ❓

💬 Ask our tech and finance correspondents a question about Elon Musk's $44bn takeover ahead of our live Q&amp;A at 1:30pm 👇"
147,"""We recognise that we face a crisis within a crisis in Mariupol.""

UN Secretary General Antonio Guterres says the United Nations is ready to ""fully mobilise"" its human and logistical resources to help save lives in Mariupol. 

Live updates: https://t.co/tc1JT2tDEy https://t.co/8cvKn8ZT6N"
148,A 25-year-old man has been charged with murder after a man died following a fight in Northampton https://t.co/b3f51SjfZk
149,National debt interest payments rise to record £70bn  https://t.co/vD5edtCnXS
150,"What could Putin's next move be?♟

Join us for our special programme at 🕖 7pm as @DermotMurnaghan discusses the latest on the war in Ukraine with a panel of guests from Russia and the West 💬

📺 Sky 501, Virgin 602, Freeview 233, YouTube
📱 https://t.co/MTAJy15gOc"
151,"Angela Rayner has said a Mail on Sunday article that claimed Tory MPs had accused her of a Basic Instinct ploy to distract Boris Johnson was ""misogynistic"", ""sexist"" and ""steeped in classism"" https://t.co/b7lH33weUY"
152,New analysis by Sky News shows that simple changes to our behaviour won't just save us money but could significantly cut the country's carbon emissions https://t.co/7VyE19KKLt
153,Harlow fire: Firefighters tackle huge blaze at industrial site in Essex https://t.co/bo81syao7i
154,"Every Tuesday, @TrevorPTweets meets people with differing opinions on one of the big issues making the headlines.

Tonight on #CommonGround at 9pm 👇
💬 Should misogyny be made a hate crime?

📺 Sky 501, Virgin 602, Freeview 233, YouTube
📱 https://t.co/MTAJy15gOc"
155,What is driving the surge in sudden onset hepatitis in young children? https://t.co/DeSpzUjvYB
156,"Ukraine war: 'Entirely legitimate' for Kyiv to hit military targets in Russia using Western weapons, minister says https://t.co/QF6KImmi1F"
157,"On the @IanKingSky business podcast, we look at Elon Musk's deal to buy Twitter and what it means for the platform, plus John Holland-Kaye joins us to discuss Heathrow Airport's profits.

🎧 Listen here 👇https://t.co/gw0OBllPJp"
158,"The head of the United Nations has said his priority is to ""minimise human suffering"" in Ukraine as he begins talks in Russia today https://t.co/k31qe4h0MS"
159,Twitter takeover: Jeff Bezos questions Elon Musk's ties to China https://t.co/OxbIWkRBvd
160,Previously unseen footage from the aftermath of cinematographer's death shows the police arriving at the scene and questioning people https://t.co/1WKUwEsPAj https://t.co/qroYiilUp6
161,"The Earl and Countess of Wessex have been urged to use their ""diplomatic influence"" to get ""reparatory justice"" for Antigua and Barbuda. https://t.co/wq8aDQ0L3U"
162,"Heathrow Airport has said it will be unable to make a profit this year, with airlines already cancelling flights for the autumn https://t.co/EzFL5yqtP2"
163,Melissa Lucio: Death row inmate given stay of execution as doubts grow she killed her daughter https://t.co/3qXqdnfOa0
164,James Heappey MP insists that the government is working to tackle the spiralling cost of living crisis hitting the UK https://t.co/kgdF9qX4lr https://t.co/2MAofsagBM
165,Police have released footage of an interview conducted with actor Alec Baldwin from October 2021. Read more: https://t.co/H62y7BUECA https://t.co/vgDI0Vqu1d
166,Ukraine war: UN chief says priority is to 'minimise human suffering' as he begins talks in Moscow https://t.co/rwA7JETMuE
167,A mini manuscript written by novelist Charlotte Bronte when she was 13 will be returned to her home in Yorkshire after being bought for $1.25 million https://t.co/HOaBcdalNY
168,"What now for Twitter ❓

💬 Ask our tech and finance correspondents a question about Elon Musk's $44bn takeover ahead of our live Q&amp;A this afternoon at 1:30pm 👇"
169,YouTuber's pilot licence revoked after he 'crashed plane to get views' https://t.co/hvIbEjJgb8
170,Emma Raducanu: US Open champion splits with coach Torben Beltz after only five months https://t.co/oPd4iW69nZ
171,"The first year of the UK's post-Brexit trade agreement with the EU saw firms on the continent lose a greater percentage volume of trade than exporters from the UK, according to research https://t.co/Fre1OtRqLr"
172,Boots owner sets mid-May deadline for suitors' £5bn bids https://t.co/nqNyfAlb7q
173,"North Korean leader Kim Jong Un has vowed to bolster his nuclear forces at ""maximum speed"" - and threatened to use them https://t.co/1YybiROedX"
174,Heathrow Airport says no profits this year as travel remains turbulent https://t.co/N1fBRg3vaC
175,"Spiking someone's drink or injecting them with drugs is a heinous crime that should be a specific criminal offence, according to a group of MPs https://t.co/gXYpVzU9nm"
176,Cary Elwes from The Princess Bride and Stranger Things bitten by rattlesnake https://t.co/AIz9MEKWO1
177,"The banker was gunned down on his doorstep 18 years ago, and despite a major manhunt his killer remains at large https://t.co/mZNqjoxqRx"
178,Platinum Jubilee bank holiday should be made permanent campaigners say as chancellor 'considering the proposal' https://t.co/BVhyzfCeQt
179,There has been an increase in women using hormone replacement therapy for menopause symptoms and suppliers have been struggling to keep up with demand https://t.co/0dm4D3ncdW
180,"'You will lose', Zelenskyy tells Russia.

Ukraine's president issues a defiant warning to Russia, saying that history has shown actions such as Vladimir Putin's can only lead to defeat.

Latest on Ukraine: https://t.co/LFzZZsD0QB https://t.co/xV2nLmxefl"
181,"What now for Twitter? ❓

💬 Ask our tech and finance correspondents a question about Elon Musk's $44bn takeover ahead of our live Q&amp;A this afternoon at 1:30pm 👇"
182,Studies show professional footballers are three-and-a-half times more likely to die of neurodegenerative disease than non-players of their age https://t.co/zELieTexHm
183,"The UK is sending more ambulances and further funding to train Ukrainian doctors to deal with mass casualties, Boris Johnson has announced https://t.co/05YOYmoGce"
184,"""All I want is a peaceful sky"".

Ludmila Kyrichenko is 74 and has lived in Saltivka nearly half her life.

The city has been under intense shelling from nearby Russian forces, but Ludmila is not leaving.

Read more: https://t.co/y8zrN767PL https://t.co/GfhldApf8D"
185,"Many people in Britain are facing an increase in energy bills, council tax and the effects of a National Insurance tax rise - as well as inflation hitting a 30-year-high of 7% earlier this month https://t.co/1wp4pdPfFS"
186,"#COVID19: People in Beijing have stockpiled food and other supplies, as the city's biggest district began mass testing residents amid a new outbreak of coronavirus.

The testing regime has prompted fears of a lockdown, similar to the one in Shanghai.

https://t.co/iOm40vn1kt https://t.co/n4FOjFoL1q"
187,"""We want to have full freedom and full independence.""

Jamaican Tourism Minister Edmund Bartlett says Britain and Jamaica have had a ""strong partnership"" over the years however, ""the time has come for the repatriation of the sovereignty"".

https://t.co/iOm40vn1kt

📺 Sky 501 https://t.co/j6n7S13oYU"
188,"This is the moment an unsecured chair flew off a pickup truck and hit a police car in South Burlington, Vermont.

No one was injured in the incident, and the driver of the pickup was given a ticket for having an unsecured load.

Today's top stories: https://t.co/iOm40vn1kt https://t.co/IwUpGFborY"
189,A British man is one of two European men charged over conspiring with an American cryptocurrency developer to help North Korea evade US sanctions https://t.co/VPLm2YJofp
190,".@skynewsniall: ""Did Lisa Nandy tell Sir Keir Starmer he was focusing too much on partygate?""

@LouHaigh : 'It is possible for people to hold two thoughts in their head; the cost of living and anger about a law-breaking prime minister.'
 
https://t.co/iOm40vn1kt

📺 Sky 501 https://t.co/kKqkA3ZdFW"
191,"The Kremlin says there is ""considerable"" risk of the conflict escalating to nuclear weapons https://t.co/qufQGH0cN5"
192,Twitter has reached an agreement for billionaire Elon Musk to buy the social media platform in a $44bn (£34.6bn) deal
193,A Japanese woman believed to have been the world's oldest person has died aged 119 https://t.co/E8Dev273d9
194,"The first fully private trip to International Space Station splashes down safely in the Atlantic.

The trip, co-organised by SpaceX and Axiom, lasted a week longer than originally planned due to bad weather on Earth. 

Today's top stories: https://t.co/iOm40vn1kt https://t.co/KzBvsbMumq"
195,"'This isn't about stifling free speech, but it is about upholding standards in parliament.'

Labour's @LouHaigh responds to the Commons Speaker, Sir Lindsay Hoyle, summoning the editor of the Mail on Sunday over an article about Angela Rayner.

https://t.co/01xkYjquAj https://t.co/N6gellUKDQ"
196,"""We're not ever going to have complete immunity of the whole population.""

Dr David Nabarro says COVID, unlike other infections, causes ""the body to wane over time"" leading to repeat infection.

Today's top stories: https://t.co/4ozTbgvoxl

📺 Sky 501 and YouTube https://t.co/RVj63HHzaX"
197,"""People's data is the new gold.""

Reacting to Elon Musk's $44bn takeover of Twitter, @PhilipIngMBE says 'we have to make sure Musk cannot abuse his position from owning such a powerful platform'.

https://t.co/RDHzBnfXfN

📺 Sky 501, Virgin 602, Freeview 233 and YouTube https://t.co/YXtakAo2Lh"
198,"""Of course there's misogyny and sexism in Westminster.""

@LouHaigh says the recent Mail on Sunday article was ""revolting"" and ""disgusting"" but it says more about the Tory MPs who briefed the journalist than it does ""the overall culture in Westminster.""

https://t.co/TSJmqhM1Rp https://t.co/6s3umP5AKA"
199,"At least two large fires in Bryansk near Ukraine after explosions.

Sky News has verified and located these videos to Bryansk, Russia - around 100 miles from the Ukrainian border. Russia's Ministry of Emergency Situations said nobody had been hurt.

https://t.co/DttE3vDARZ https://t.co/S9YNoOeBYJ"
200,"Could Moldova also be targeted by Russia?

Former Director of Policy Planning for NATO, Fabrice Pothier, says ""nothing should be dismissed with Vladimir Putin"", but adds that Russia is yet to even seize Odesa.

https://t.co/ZV1erEJeal

📺 Sky 501, Virgin 602, Freeview 233 https://t.co/mV1HfF6bGq"
201,"Footage released by the police shows Alec Baldwin on the set of Rust practising with a gun. The images were captured before cinematographer Halyna Hutchins was fatally injured.

Read more: https://t.co/cJrXc0XRxP https://t.co/JbEu1a8wry"
202,"To prevent the spread of #COVID19, ensure the use of face mask in enclosed and public spaces.

🔗 @PSCCOVID19 guidelines:
https://t.co/UTFlBUq3vp

#TakeResponsibility https://t.co/f9Xzzpu8NT"
203,"It is #WorldImmunisationWeek

Vaccines are a safe and effective way to prevent infectious diseases like yellow fever, measles, meningitis, #COVID19 and others.

Play your part to achieve #LongLifeForAll. 

#VaccinesWork

📸 2017 https://t.co/jyFZ8FNhhQ"
204,"#NCDCPublication📚

Timely access to emergency funding has been identified as a bottleneck in Nigeria's outbreak response. 

In February 2019, through partnerships with @AfenetNigeria and @ResolveTSL, we established a Revolving Outbreak Investigation Fund (ROIF). https://t.co/q6dOdUWE6S"
205,"Malaria, like several other diseases, is preventable by harnessing disease-burden reduction innovations.

This #WorldMalariaDay2022, we join our voice with the global community to call for investments that bring new approaches to ensure resilient &amp; equitable health systems. https://t.co/NxrBhLzgQ5"
206,"Despite the decline in #COVID19 cases, Nigerians are encouraged to refrain from non-essential gatherings.

Comply with #COVID19 interventions guidelines such as the MANDATORY use of face masks in public settings.

🔗Guidelines:
https://t.co/UTFlBUq3vp

#TakeResponsibility https://t.co/qpWu21JyhG"
207,"We must awaken to the reality that #COVID19 is one out of numerous public health emergencies that we face.

We must continue to invest in improving #Nigeria’s health security for current and future public health emergencies. https://t.co/7qZ8H62O41"
208,"📚

@TheLancet commissioned a study that comprehensively assessed the global burden of bacterial #AntimicrobialResistance:
https://t.co/PfMW954SpI

Our epidemiologist, @beeodune writes about the implications of this study results for Nigeria.

🔗Read via
https://t.co/RsoAaX1bLb https://t.co/Zupgzl2rS6"
209,"6 new confirmed cases of #COVID19Nigeria;

Lagos-2
Rivers-2
Bauchi-1
Nasarawa-1

255,685 confirmed 
249,890 discharged 
3,143 deaths 

#TakeResponsibility https://t.co/U7YVASgJTM"
210,"#TodayInNCDC

We received representatives of the @LSHTM Nigeria Alumni on a courtesy visit to our headquarters.

Everyone - government, private &amp; public sector, communities, health practitioners &amp; individuals -have a role to play to strengthen public health in Nigeria &amp; globally. https://t.co/NDqryJo6tY"
211,"#Lassafever can be transmitted by food that has been contaminated by the urine and faeces of infected rats.

➡ Cook foods properly before eating.

➡ Store foods away from animals

#TakeResponsibility https://t.co/6hyT9emx6M"
212,"Washing your hands is still an effective way to reduce the spread of #COVID19 and other infectious diseases.

Be sure to wash your hands frequently with soap under running water.

If water is not available, use a hand sanitiser.

#TakeResponsibility https://t.co/KqewGHQtHL"
213,"Healthcare workers are advised to always practice standard infection prevention and control measures.

Wear gloves and other appropriate personal protective equipment while providing care to a patient or relative.

#LassaFeverInfo https://t.co/37w2d9KeR1"
214,"Masks are still a key way to prevent the spread of #COVID19. 

When you wear a mask in public domains and indoor gatherings. 

Ensure it's fitted properly over your mouth and nose.

#TakeResponsibility https://t.co/12S2OUhoAK"
215,"9 new confirmed cases of #COVID19Nigeria;

FCT-6
Lagos-3

255,679 confirmed 
249,886 discharged 
3,143 deaths 

#TakeResponsibility https://t.co/2bb0dtNSjd"
216,"📚

#AntimicrobialResistance poses one of the greatest threats to human health in sub-Saharan Africa

Our Field Epid, @beeodune carried out a comprehensive estimate of the burden of AMR &amp; writes about the implications of the study results for Nigeria

Read
https://t.co/RsoAaX1bLb https://t.co/5PriiB4Pmu"
217,"Here are simple &amp; effective actions to take to help protect yourself, family &amp; community against #COVID19.

💉#GetVaccinated
😷Wear a face mask in public &amp; indoor gatherings
🌬️Keep spaces well ventilated
🧼 Wash your hands frequently
🤒 Stay at home when ill

#TakeResponsibility https://t.co/EpUMetum7A"
218,"#NCDCPublication📚

Several disease outbreaks have been recorded in Nigeria in the last 10 years with imported cases of #Ebola in 2014, annual outbreaks of #YellowFever, #LassaFever, #CerebrospinalMeningitis, #cholera, #measles, and most recently, #COVID19. https://t.co/gE6DHqoANt"
219,"#Lassafever is a zoonotic disease transmitted through direct or indirect contact with rats.

Practice personal and environmental hygiene to prevent the infestation of rats in our homes and communities.

#TakeResponsibility https://t.co/KvRNDswYI5"
220,"The overall goal of Infection Prevention &amp; Control is to maintain an environment of care that minimises risks of infection for patients, staff &amp; visitors

These #IPC guidelines must be practised by all #HCWs in public &amp; private primary, secondary &amp; tertiary healthcare facilities. https://t.co/ngzyFYASbY"
221,"22 new confirmed cases of #COVID19Nigeria;

Lagos-10
Nasarawa-6
FCT-3
Rivers-3

255,670 confirmed 
249,879 discharged 
3,143 deaths 

#TakeResponsibility https://t.co/OptwsncdgM"
222,"#Lassafever is preventable.

Be a guardian of proper hand hygiene in your community

Promote frequent #handwashing with soap and running water. https://t.co/NDAOGSZRBb"
223,"Infection Prevention &amp; Control #IPC is fundamental to the delivery of safe healthcare by workers and the provision
of safe services for patients.

Effective #IPC implementation is critical to preventing the spread of healthcare-associated infections.

🔗 https://t.co/AvWwV4SqC9 https://t.co/ls6k893mTt"
224,"Our weekly #COVID19Nigeria situation report(Epi Week 14) has been published.

The weekly #COVID19 situation reports provide a summary of the epidemiological situation, datasheet &amp; response activities in Nigeria.

Download:
https://t.co/Xo1WG4QDYT

#TakeResponsibility https://t.co/psRWASoFyc"
225,Get vaccinated. #YesToCOVID19Vaccine https://t.co/S19HscpPsu
226,"#HappyEaster Nigeria!

We wish you and your loved ones a happy, safe and healthy celebration! https://t.co/T8AmQJIjoE"
227,"Our latest #LassaFever situation report (epidemiological week 14) has been published.

Read via https://t.co/bJgujjVUGH https://t.co/t5GAZhRUcZ"
228,"2 new confirmed cases of #COVID19Nigeria;

Delta-1
Rivers-1

255,648 confirmed 
249,847 discharged 
3,143 deaths https://t.co/6B55DzPcKe"
229,"Today, we celebrate the heroic efforts of all biomedical laboratory scientists for their role in diagnostic and preventive health care systems.🔬

What you do matters! Your work saves lives 👏🏼 https://t.co/yitQVeMOxd"
230,"Complete your #COVID19 vaccine doses for full protection.

If you have received your first dose of Moderna, AstraZeneca or Pfizer vaccine, kindly check the due date and get your second dose for full protection.

#YesToCOVID19Vaccine
#TakeResponsibility https://t.co/BFuR7v2yoh"
231,"Store all food items away from contact with rats.

#LassaFever can be transmitted by food that has been contaminated with the urine and faeces of infected rats.

Cook food items properly before eating. https://t.co/95WjPILxIV"
232,"13 new confirmed cases of #COVID19Nigeria;

Lagos-6
Rivers-3
Delta-2
FCT-1
Kano-1

2 UI55,646 confirmed 
249,842 discharged 
3,143 deaths 

#TakeResponsibility https://t.co/CtSx9GzSuK"
233,"Let us all reduce the risk of #LassaFever infection and spread in our communities 

🚫Eliminate rats in homes &amp; communities using rat traps
🚫Block all holes in your house to prevent the entry of rats

Learn more via:
https://t.co/bW0n1nMlMQ https://t.co/7B5bqcNOG3"
234,"Disinfect surfaces regularly to prevent the spread of #COVID19 in your home, shops, offices and community. 

#TakeResponsibility to protect yourself, loved ones, customers, employees and society at large.

#GetVaccinated https://t.co/E1zKzSkptm"
235,"#LassaFever has symptoms similar to those of many illnesses like malaria

Health care workers should maintain a high index of suspicion for #Lassafever when handling patients and observe standard precautions at all times. https://t.co/tD6XNk85Qa"
236,"Staying safe and healthy is highly important. Now is not the time to let down our guard.

#TakeResponsibility, visit a healthcare facility when sick for accurate diagnosis. https://t.co/cHE2mESJCi"
237,"27 new confirmed cases of #COVID19Nigeria;

Lagos-18
FCT-4
Delta-2
Kaduna-1
Oyo-1
Rivers-1

255,633 confirmed 
249,825 discharged 
3,142 deaths 

#TakeResponsibility https://t.co/PQEdR3epFq"
238,"#COVID19 is still a threat.

#TakeResponsibility to keep yourself and loved ones safe. https://t.co/9ijwVHiEKA"
239,"#IndiaFightsCorona:

📍More than 4 Lakh (4,49,197) #COVID19 samples tested in the last 24 hours.

✅Together, we can win the battle against COVID-19.

➡#StaySafe and follow #COVIDAppropriateBehaviour 

#Unite2FightCorona 
#We4Vaccine https://t.co/nuEomReVvU"
240,"#IndiaFightsCorona:

📍#COVID19 Active Cases in India (As on 26th April, 2022): 15,636

✅Keep following #COVIDAppropriateBehaviour 

➡️Always wear a mask
➡️Wash/sanitize hands regularly
➡️Maintain distancing
➡️Get yourself fully vaccinated

#We4Vaccine
#Unite2FightCorona https://t.co/wE0ealamuG"
241,"#IndiaFightsCorona:

📍𝑴𝒐𝒓𝒆 𝒕𝒉𝒂𝒏 22 lakh (22,83,224) 𝒗𝒂𝒄𝒄𝒊𝒏𝒆 𝒅𝒐𝒔𝒆𝒔 𝒂𝒅𝒎𝒊𝒏𝒊𝒔𝒕𝒆𝒓𝒆𝒅 𝒊𝒏 𝒕𝒉𝒆 𝒍𝒂𝒔𝒕 24 𝒉𝒐𝒖𝒓𝒔.

☑️Together we can win the battle against #COVID19.

#We4Vaccine 
#LargestVaccinationDrive
#Unite2FightCorona https://t.co/sWqixP6fyE"
242,"#IndiaFightsCorona:

📍New #COVID19 cases in last 24 hours (As on 26th April, 2022): 2,483

✅Keep following #COVIDAppropriateBehaviour

➡️Always wear a mask
➡️Wash/sanitize hands regularly
➡️Maintain distancing
➡️Get yourself fully vaccinated

#We4Vaccine
#Unite2FightCorona https://t.co/iKiMxkmyVn"
243,"#IndiaFightsCorona:

#COVID19 UPDATE (As on 25th April, 2022) 

➡️2,541 daily new cases in the last 24 hours 

➡️Daily positivity rate - 0.84%

#Unite2FightCorona 
#We4Vaccine 

1/4 https://t.co/VxaaJORegE"
244,"#IndiaFightsCorona:

📍More than 3 Lakh (3,02,115) #COVID19 samples tested in the last 24 hours.

✅Together, we can win the battle against COVID-19.

➡#StaySafe and follow #COVIDAppropriateBehaviour 

#Unite2FightCorona 
#We4Vaccine https://t.co/erjpXe0g9r"
245,"#IndiaFightsCorona:

📍#COVID19 Active Cases in India (As on 25th April, 2022): 16,522

✅Keep following #COVIDAppropriateBehaviour 

➡️Always wear a mask
➡️Wash/sanitize hands regularly
➡️Maintain distancing
➡️Get yourself fully vaccinated

#We4Vaccine
#Unite2FightCorona https://t.co/ZOcq235D8V"
246,"#IndiaFightsCorona:

📍𝑴𝒐𝒓𝒆 𝒕𝒉𝒂𝒏 3 lakh (3,64,210) 𝒗𝒂𝒄𝒄𝒊𝒏𝒆 𝒅𝒐𝒔𝒆𝒔 𝒂𝒅𝒎𝒊𝒏𝒊𝒔𝒕𝒆𝒓𝒆𝒅 𝒊𝒏 𝒕𝒉𝒆 𝒍𝒂𝒔𝒕 24 𝒉𝒐𝒖𝒓𝒔.

☑️Together we can win the battle against #COVID19.

#We4Vaccine
#LargestVaccinationDrive
#Unite2FightCorona https://t.co/MRKMVrHIKW"
247,"#IndiaFightsCorona:

📍New #COVID19 cases in last 24 hours (As on 25th April, 2022): 2,541

✅Keep following #COVIDAppropriateBehaviour

➡️Always wear a mask
➡️Wash/sanitize hands regularly
➡️Maintain distancing
➡️Get yourself fully vaccinated

#We4Vaccine
#Unite2FightCorona https://t.co/mnZFmh1wGI"
248,"#IndiaFightsCorona:

➡️ India’s Cumulative #COVID19 Vaccination Coverage exceeds 187.71 Cr (1,87,71,95,781).

➡️ Over 2.66 Cr 1st dose vaccines administered for age group 12-14 years.

#Unite2FightCorona 
#We4Vaccine https://t.co/3u1PtlvMqV"
249,"#IndiaFightsCorona:

#𝐂𝐎𝐕𝐈𝐃𝟏𝟗 𝐕𝐚𝐜𝐜𝐢𝐧𝐚𝐭𝐢𝐨𝐧 𝐔𝐏𝐃𝐀𝐓𝐄

➡️ More than 192.74 Cr vaccine doses provided to States/UTs

➡️ More than 19.93 Cr doses still available with States/UTs to be administered

Details: https://t.co/KWsip6ycNS

#Unite2FightCorona 
#We4Vaccine https://t.co/0MQd4M5wxf"
250,"#IndiaFightsCorona:

➡️ India’s Cumulative #COVID19 Vaccination Coverage exceeds 187.26 Cr (1,87,26,26,515).

➡️ Over 2.57 Cr 1st dose vaccines administered for age group 12-14 years.

#Unite2FightCorona 
#We4Vaccine https://t.co/MYzPbTSf8n"
251,"#IndiaFightsCorona:

#𝐂𝐎𝐕𝐈𝐃𝟏𝟗 𝐕𝐚𝐜𝐜𝐢𝐧𝐚𝐭𝐢𝐨𝐧 𝐔𝐏𝐃𝐀𝐓𝐄

➡️ More than 192.40 Cr vaccine doses provided to States/UTs

➡️ More than 20.10 Cr doses still available with States/UTs to be administered

Details: https://t.co/I3QiygGIZr

#Unite2FightCorona 
#We4Vaccine https://t.co/DQrQTmZrda"
252,"#IndiaFightsCorona:

#COVID19 UPDATE (As on 22nd April, 2022) 

➡️2,451 daily new cases in the last 24 hours 

➡️Daily positivity rate - 0.55%

#Unite2FightCorona 
#We4Vaccine 

1/4 https://t.co/W1koPWDXZh"
253,"#IndiaFightsCorona:

📍More than 4 Lakh (4,48,939) #COVID19 samples tested in the last 24 hours.

✅Together, we can win the battle against COVID-19.

➡#StaySafe and follow #COVIDAppropriateBehaviour 

#Unite2FightCorona 
#We4Vaccine https://t.co/mm1Hyy1UI6"
254,"#IndiaFightsCorona:

📍#COVID19 Active Cases in India (As on 22nd April, 2022): 14,241

✅Keep following #COVIDAppropriateBehaviour 

➡️Always wear a mask
➡️Wash/sanitize hands regularly
➡️Maintain distancing
➡️Get yourself fully vaccinated

#We4Vaccine
#Unite2FightCorona https://t.co/B5xMJdmv5Z"
255,"#IndiaFightsCorona:

📍𝑴𝒐𝒓𝒆 𝒕𝒉𝒂𝒏 18 lakh (18,03,558) 𝒗𝒂𝒄𝒄𝒊𝒏𝒆 𝒅𝒐𝒔𝒆𝒔 𝒂𝒅𝒎𝒊𝒏𝒊𝒔𝒕𝒆𝒓𝒆𝒅 𝒊𝒏 𝒕𝒉𝒆 𝒍𝒂𝒔𝒕 24 𝒉𝒐𝒖𝒓𝒔.

☑️Together we can win the battle against #COVID19.

#We4Vaccine
#LargestVaccinationDrive
#Unite2FightCorona https://t.co/Qk2wYxlSHY"
256,"#IndiaFightsCorona:

📍New #COVID19 cases in last 24 hours (As on 22nd April, 2022): 2,451

✅Keep following #COVIDAppropriateBehaviour

➡️Always wear a mask
➡️Wash/sanitize hands regularly
➡️Maintain distancing
➡️Get yourself fully vaccinated

#We4Vaccine
#Unite2FightCorona https://t.co/ygHAsVJ4aH"
257,"#IndiaFightsCorona:

📍#COVID19 Active Cases in India (As on 21st April, 2022): 13,433

✅Keep following #COVIDAppropriateBehaviour 

➡️Always wear a mask
➡️Wash/sanitize hands regularly
➡️Maintain distancing
➡️Get yourself fully vaccinated

#We4Vaccine
#Unite2FightCorona https://t.co/VNba7XeQ19"
258,"#IndiaFightsCorona:

📍𝑴𝒐𝒓𝒆 𝒕𝒉𝒂𝒏 15 lakh (15,47,288) 𝒗𝒂𝒄𝒄𝒊𝒏𝒆 𝒅𝒐𝒔𝒆𝒔 𝒂𝒅𝒎𝒊𝒏𝒊𝒔𝒕𝒆𝒓𝒆𝒅 𝒊𝒏 𝒕𝒉𝒆 𝒍𝒂𝒔𝒕 24 𝒉𝒐𝒖𝒓𝒔.

☑️Together we can win the battle against #COVID19.

#We4Vaccine
#LargestVaccinationDrive
#Unite2FightCorona https://t.co/uNIEnxskQG"
259,"#IndiaFightsCorona:

📍New #COVID19 cases in last 24 hours (As on 21st April, 2022): 2,380

✅Keep following #COVIDAppropriateBehaviour

➡️Always wear a mask
➡️Wash/sanitize hands regularly
➡️Maintain distancing
➡️Get yourself fully vaccinated

#We4Vaccine
#Unite2FightCorona https://t.co/MyvjUMixdZ"
260,"#IndiaFightsCorona:

#COVID19 UPDATE (As on 20th April, 2022) 

➡️2,067 daily new cases in the last 24 hours 

➡️Daily positivity rate - 0.49%

#Unite2FightCorona 
#We4Vaccine 

1/4 https://t.co/jzyTBuG5rt"
261,"#IndiaFightsCorona:

📍More than 4 Lakh (4,21,183) #COVID19 samples tested in the last 24 hours.

✅Together, we can win the battle against COVID-19.

➡#StaySafe and follow #COVIDAppropriateBehaviour 

#Unite2FightCorona 
#We4Vaccine https://t.co/yc28Mv8Df7"
262,"#IndiaFightsCorona:

📍#COVID19 Active Cases in India (As on 20th April, 2022): 12,340

✅Keep following #COVIDAppropriateBehaviour 

➡️Always wear a mask
➡️Wash/sanitize hands regularly
➡️Maintain distancing
➡️Get yourself fully vaccinated

#We4Vaccine
#Unite2FightCorona https://t.co/cQOBSlVTu3"
263,"#IndiaFightsCorona:

📍𝑴𝒐𝒓𝒆 𝒕𝒉𝒂𝒏 17 lakh (17,23,733) 𝒗𝒂𝒄𝒄𝒊𝒏𝒆 𝒅𝒐𝒔𝒆𝒔 𝒂𝒅𝒎𝒊𝒏𝒊𝒔𝒕𝒆𝒓𝒆𝒅 𝒊𝒏 𝒕𝒉𝒆 𝒍𝒂𝒔𝒕 24 𝒉𝒐𝒖𝒓𝒔.

☑️Together we can win the battle against #COVID19.

#We4Vaccine
#LargestVaccinationDrive
#Unite2FightCorona https://t.co/23hYjPlOOq"
264,"#IndiaFightsCorona:

📍New #COVID19 cases in last 24 hours (As on 20th April, 2022): 2,067

✅Keep following #COVIDAppropriateBehaviour

➡️Always wear a mask
➡️Wash/sanitize hands regularly
➡️Maintain distancing
➡️Get yourself fully vaccinated

#We4Vaccine
#Unite2FightCorona https://t.co/HqguKwGl2B"
265,"#IndiaFightsCorona:

➡️ India’s Cumulative #COVID19 Vaccination Coverage exceeds 186.90 Cr (1,86,90,56,607).

➡️ Over 2.50 Cr 1st dose vaccines administered for age group 12-14 years.

#Unite2FightCorona 
#We4Vaccine https://t.co/5yGh7xIdzP"
266,"#IndiaFightsCorona:

#𝐂𝐎𝐕𝐈𝐃𝟏𝟗 𝐕𝐚𝐜𝐜𝐢𝐧𝐚𝐭𝐢𝐨𝐧 𝐔𝐏𝐃𝐀𝐓𝐄

➡️ More than 192.27 Cr vaccine doses provided to States/UTs

➡️ More than 20.33 Cr doses still available with States/UTs to be administered

Details: https://t.co/tY9BgDNIJX

#Unite2FightCorona 
#We4Vaccine https://t.co/oL062O9Ix8"
