,Tweet
22,"RT @NphcdaNG: All people across the world have a fundamental right to adequate health care. Through our new Re-imagining PHC programme, we…"
23,"#Lassafever is preventable.

Be a guardian of proper hand hygiene in your community

Promote frequent #handwashing with soap and running water. https://t.co/NDAOGSZRBb"
0,"#IndiaFightsCorona:

#COVID19 UPDATE (As on 25th April, 2022) 

➡️2,541 daily new cases in the last 24 hours 

➡️Daily positivity rate - 0.84%

#Unite2FightCorona 
#We4Vaccine 

1/4 https://t.co/VxaaJORegE"
1,"#IndiaFightsCorona:

📍More than 3 Lakh (3,02,115) #COVID19 samples tested in the last 24 hours.

✅Together, we can win the battle against COVID-19.

➡#StaySafe and follow #COVIDAppropriateBehaviour 

#Unite2FightCorona 
#We4Vaccine https://t.co/erjpXe0g9r"
2,"#IndiaFightsCorona:

📍#COVID19 Active Cases in India (As on 25th April, 2022): 16,522

✅Keep following #COVIDAppropriateBehaviour 

➡️Always wear a mask
➡️Wash/sanitize hands regularly
➡️Maintain distancing
➡️Get yourself fully vaccinated

#We4Vaccine
#Unite2FightCorona https://t.co/ZOcq235D8V"
3,"#IndiaFightsCorona:

📍𝑴𝒐𝒓𝒆 𝒕𝒉𝒂𝒏 3 lakh (3,64,210) 𝒗𝒂𝒄𝒄𝒊𝒏𝒆 𝒅𝒐𝒔𝒆𝒔 𝒂𝒅𝒎𝒊𝒏𝒊𝒔𝒕𝒆𝒓𝒆𝒅 𝒊𝒏 𝒕𝒉𝒆 𝒍𝒂𝒔𝒕 24 𝒉𝒐𝒖𝒓𝒔.

☑️Together we can win the battle against #COVID19.

#We4Vaccine
#LargestVaccinationDrive
#Unite2FightCorona https://t.co/MRKMVrHIKW"
4,"#IndiaFightsCorona:

📍New #COVID19 cases in last 24 hours (As on 25th April, 2022): 2,541

✅Keep following #COVIDAppropriateBehaviour

➡️Always wear a mask
➡️Wash/sanitize hands regularly
➡️Maintain distancing
➡️Get yourself fully vaccinated

#We4Vaccine
#Unite2FightCorona https://t.co/mnZFmh1wGI"
5,"#IndiaFightsCorona:

➡️ India’s Cumulative #COVID19 Vaccination Coverage exceeds 187.71 Cr (1,87,71,95,781).

➡️ Over 2.66 Cr 1st dose vaccines administered for age group 12-14 years.

#Unite2FightCorona 
#We4Vaccine https://t.co/3u1PtlvMqV"
6,"#IndiaFightsCorona:

#𝐂𝐎𝐕𝐈𝐃𝟏𝟗 𝐕𝐚𝐜𝐜𝐢𝐧𝐚𝐭𝐢𝐨𝐧 𝐔𝐏𝐃𝐀𝐓𝐄

➡️ More than 192.74 Cr vaccine doses provided to States/UTs

➡️ More than 19.93 Cr doses still available with States/UTs to be administered

Details: https://t.co/KWsip6ycNS

#Unite2FightCorona 
#We4Vaccine https://t.co/0MQd4M5wxf"
7,"RT @mansukhmandviya: I've the Indian jab in my arm, and it did me good. Many thanks to India: UK PM @BorisJohnson

Following the principle…"
8,"#IndiaFightsCorona:

➡️ India’s Cumulative #COVID19 Vaccination Coverage exceeds 187.26 Cr (1,87,26,26,515).

➡️ Over 2.57 Cr 1st dose vaccines administered for age group 12-14 years.

#Unite2FightCorona 
#We4Vaccine https://t.co/MYzPbTSf8n"
9,"#IndiaFightsCorona:

#𝐂𝐎𝐕𝐈𝐃𝟏𝟗 𝐕𝐚𝐜𝐜𝐢𝐧𝐚𝐭𝐢𝐨𝐧 𝐔𝐏𝐃𝐀𝐓𝐄

➡️ More than 192.40 Cr vaccine doses provided to States/UTs

➡️ More than 20.10 Cr doses still available with States/UTs to be administered

Details: https://t.co/I3QiygGIZr

#Unite2FightCorona 
#We4Vaccine https://t.co/DQrQTmZrda"
10,"#IndiaFightsCorona:

#COVID19 UPDATE (As on 22nd April, 2022) 

➡️2,451 daily new cases in the last 24 hours 

➡️Daily positivity rate - 0.55%

#Unite2FightCorona 
#We4Vaccine 

1/4 https://t.co/W1koPWDXZh"
11,"#IndiaFightsCorona:

📍More than 4 Lakh (4,48,939) #COVID19 samples tested in the last 24 hours.

✅Together, we can win the battle against COVID-19.

➡#StaySafe and follow #COVIDAppropriateBehaviour 

#Unite2FightCorona 
#We4Vaccine https://t.co/mm1Hyy1UI6"
12,"#IndiaFightsCorona:

📍#COVID19 Active Cases in India (As on 22nd April, 2022): 14,241

✅Keep following #COVIDAppropriateBehaviour 

➡️Always wear a mask
➡️Wash/sanitize hands regularly
➡️Maintain distancing
➡️Get yourself fully vaccinated

#We4Vaccine
#Unite2FightCorona https://t.co/B5xMJdmv5Z"
13,"#IndiaFightsCorona:

📍𝑴𝒐𝒓𝒆 𝒕𝒉𝒂𝒏 18 lakh (18,03,558) 𝒗𝒂𝒄𝒄𝒊𝒏𝒆 𝒅𝒐𝒔𝒆𝒔 𝒂𝒅𝒎𝒊𝒏𝒊𝒔𝒕𝒆𝒓𝒆𝒅 𝒊𝒏 𝒕𝒉𝒆 𝒍𝒂𝒔𝒕 24 𝒉𝒐𝒖𝒓𝒔.

☑️Together we can win the battle against #COVID19.

#We4Vaccine
#LargestVaccinationDrive
#Unite2FightCorona https://t.co/Qk2wYxlSHY"
14,"#IndiaFightsCorona:

📍New #COVID19 cases in last 24 hours (As on 22nd April, 2022): 2,451

✅Keep following #COVIDAppropriateBehaviour

➡️Always wear a mask
➡️Wash/sanitize hands regularly
➡️Maintain distancing
➡️Get yourself fully vaccinated

#We4Vaccine
#Unite2FightCorona https://t.co/ygHAsVJ4aH"
15,"#IndiaFightsCorona:

📍#COVID19 Active Cases in India (As on 21st April, 2022): 13,433

✅Keep following #COVIDAppropriateBehaviour 

➡️Always wear a mask
➡️Wash/sanitize hands regularly
➡️Maintain distancing
➡️Get yourself fully vaccinated

#We4Vaccine
#Unite2FightCorona https://t.co/VNba7XeQ19"
0,"#Unite2FightCorona
#AmritMahotsav https://t.co/7vZOOL9R2T"
1,"RT @mansukhmandviya: Under the leadership of PM @NarendraModi Ji, India is providing healing hand to the world!

Significant rise in export…"
2,"RT @mansukhmandviya: आने वाले दिनों में हमें देश-दुनिया को हेल्थ मैनपावर देना है, 'Heal By India' से हम दुनिया की सेवा करेंगे। 

'Heal in I…"
3,RT @mansukhmandviya: PM @NarendraModi Ji's Govt through its various policies &amp; schemes is encouraging both the domestic companies and the g…
4,"RT @mansukhmandviya: Delivered the inaugural address at India Pharma &amp; India Medical Device Conference 2022.

The conference will help in c…"
5,"RT @mansukhmandviya: Also, administered the Malaria Elimination pledge on the occasion.

Appealed to people to take all preventive measures…"
6,"RT @mansukhmandviya: Emphasized the importance of continued research, harnessing innovation &amp; utilizing existing tools efficiently to reduc…"
7,"#LargestVaccineDrive
#AmritMahotsav https://t.co/v48pXIYKuk"
8,"RT @OfficeOf_MM: प्रधानमंत्री @NarendraModi जी ने देश के 50 करोड़ लोगों को हेल्थ सिक्योरिटी देकर, हेल्थ को Accessible किया है : डॉ @Mansukh…"
9,RT @OfficeOf_MM: देश में हेल्थ सेक्टर Accessible और affordable हो रहा है : डॉ @MansukhMandviya
10,"RT @OfficeOf_MM: Token में सोचने से परिणाम नहीं आता है। प्रधानमंत्री @NarendraModi जी 'Total' में सोचते है, सामूहिकता से। तब जाकर परिणाम आ…"
11,"RT @OfficeOf_MM: देश-दुनिया को हमें हेल्थ मैनपावर भी देना है, 'Heal By India' हम दुनिया की सेवा करेंगे। 

'Heal in India' आप आइए भारत में औ…"
12,RT @OfficeOf_MM: इस संकल्प को सिद्धि की तरफ़ ले जाना है तो रोड्मैप होना आवश्यक है : डॉ @MansukhMandviya
13,"RT @OfficeOf_MM: कोविड आपदा के बाद दुनिया बदल रही है, reforms हो रहे है। हम आज जब आज़ादी का अमृत महोत्सव मना रहे है, तो हमें देखना है की हम…"
14,RT @OfficeOf_MM: मैं भारत की फ़ार्मा इंडस्ट्री को अभिनंदन देना चाहूँगा जो कोविड के दौरान उन्होंने अपनी मैन्युफैक्चरिंग को चालू रखकर ना केवल…
15,"RT @OfficeOf_MM: Minister Dr @MansukhMandviya is addressing the CEO Roundtable of India Pharma &amp; India Medical Device Conference 2022

http…"
16,"RT @mansukhmandviya: 100 जनऔषधि केंद्र जम्मू कश्मीर के गरीब और मिडिल क्लास को सस्ती दवाएं, सस्ता सर्जिकल सामान देने का माध्यम बनेंगे। https…"
17,RT @mansukhmandviya: Addressing the CEO Roundtable of India Pharma &amp; India Medical Device Conference 2022 https://t.co/WaY9vogx22
18,"#LargestVaccineDrive 
#Unite2FightCorona 
#AmritMahotsav

@PMOIndia @mansukhmandviya @ianuragthakur @DrBharatippawar @PIB_India @mygovindia @AmritMahotsav @COVIDNewsByMIB @DDNewslive @airnewsalerts https://t.co/OF6UNh5avS"
19,"Hon'ble Minister of Health and Family Welfare Dr. 
@mansukhmandviya shared his thoughts on eliminating malaria from the country on the occasion of #WorldMalariaDay today. https://t.co/QJ6m2CuREh"
20,"#Unite2FightCorona
#LargestVaccineDrive https://t.co/em1sdBCUKy"
21,"RT @PIB_India: #COVID19 Updates

187.71 cr vaccine doses have been administered so far

India's Active caseload currently stands at 16,522…"
0,भारत की विकास यात्रा  को सशक्त करने में प्रधानमंत्री स्वामित्व योजना बेहद अहम साबित हो रही है। पहले ग्रामीणों के पास अपने घर का कोई मालिकाना दस्तावेज नहीं था। अब इस योजना के तहत प्रॉपर्टी कार्ड पाने वाले ग्रामीण बेहद खुश हैं। #AatmanirbharPanchayat https://t.co/X1wrm0huUu
1,PM @narendramodi to attend Raisina Dialogue in New Delhi today at 6 PM. Watch live here: https://t.co/4zrjBYNirn https://t.co/IA3QmWKrKQ
2,"Let’s start the week by doing something creative! Design and name the mascot for the WorldSkills India and stand a chance to win a cash prize of ₹25,000. Visit https://t.co/JsZ4MrxDSB for more details. https://t.co/UzGc20ak4g"
3,"प्रधानमंत्री स्वामित्व योजना ग्रामीण भारत की आर्थिक प्रगति को तेज करने का संकल्प है। अपनी जमीन और घर के दस्तावेज मिलने से योजना के लाभार्थियों में आत्मविश्वास और आत्मसम्मान दोनों जागा है।

यह योजना ग्रामीण स्वराज का सपना साकार कर रही है। #AatmanirbharPanchayat https://t.co/ywjHIv2Lyn"
4,"RT @AgriGoI: Ensuring no farmer is left behind.
Any animal husbandry and fisheries farmers can get the KCC card. A limit of 2 lakh has been…"
5,"RT @MOFPI_GOI: #FoodProcessingWeek2 में, रत्नापुरी के रहने वाले नवीन और वीणा के सफलता की कहानी, कहानी @PMFMEScheme के #ODOP केला के तहत क…"
6,"With #PMYogaAwards2022, let’s honour individuals and organisations who have made a significant impact on society by promoting yoga. Visit https://t.co/thHkMpMHOx today! https://t.co/z4Jez5GKBJ"
7,The govt is providing concessional standard short term Agri Loan to farmers at an interest rate of 7% &amp; 3% additional benefit on timely repayment to farmers thus providing loans up to Rs.3 lakh at 4% annual interest on timely repayment. #AtmanirbharKisan #HamaraKisanHamaraAbhiman https://t.co/SUhsoP8VA0
8,"Over 3 Crore Kisan Credit Cards (KCC) have been issued with a sanctioned credit limit of Rs 3,34,429 crores under the Kisan Credit Card Saturation Drive campaign. This has ensured the availability of concessional loans to farmers. #AtmanirbharKisan #HamaraKisanHamaraAbhiman https://t.co/q6EzUosc3c"
9,"#WorldMalariaDay के अवसर पर आइये देश को मलेरिया मुक्त बनाने का संकल्प लें। आइये अपनी जिम्मेदारी निभाएं, मलेरिया के संबंध में जागरूकता फैला कर इसकी रोकथाम में अपना योगदान दें। https://t.co/U0VwC9pJn7"
10,"As a part of the #EarthDay celebrations, we are inviting citizens to participate in the essay writing competition on the theme – ‘Invest in our Planet’. The best 3 essays will be featured on social media &amp; win exciting prizes. Visit: https://t.co/FcdZP73fWw https://t.co/qJGovUyDjU"
11,இந்த ஆண்டின் மிகப்பெரிய வினாடி வினா - #SabkaVikasMahaQuiz இப்போது நேரலையில் உள்ளது!!! வினாடி வினாவில் பங்கேற்று பம்பர் பண வெகுமதிகளை வெல்லும் வாய்ப்பைப் பெறுங்கள். பார்வையிடவும்: https://t.co/DtNHH86skq https://t.co/i2f3QsWYq4
12,PM @narendramodi shared his message at the inauguration of the Khelo India University Games yesterday. Here are some of his most inspiring quotes! ✨ https://t.co/LshN7eQJTy
13,"What should the jingle for International Yoga Day 2022 sound like? Share your entry with us and stand a chance to win a cash prize of ₹25,000! Visit: https://t.co/lZplFlraVr https://t.co/t78gRgSbcu"
14,"Thank you, Amit for participating in the biggest quiz contest of the year - #SabkaVikasMahaQuiz. Challenge your friends and family too. https://t.co/4s0Ib3Ldby https://t.co/IYwzZeA34U"
15,"20 questions, 300 seconds to test your knowledge about PM Garib Kalyan Anna Yojana! Participate in #SabkaVikasMahaQuiz and stand a chance to win exciting cash prizes. Visit: https://t.co/4s0Ib3Ldby https://t.co/PFjMVLCkzB"
16,".@AgriGoI is organising the 'Kisan Bhagidari, Prathmikta Hamari’ campaign from 25th to 30th April 2022 as a part of Azadi Ka #AmritMahotsav celebrations. #KBPH #KisanBhagidari #KisanPrathmikta"
17,"Remembering Hem Barua, an Indian independence activist, social worker and writer from Sonitpur district, on his birth anniversary. He is also known as Tyagbir in Assam. #MyGovMorningMusings https://t.co/UlLRWuPK29"
18,RT @narendramodi: Some glimpses from today’s programme in Mumbai. https://t.co/h083MfvyHt
19,"“What can be a greater privilege than to have received the love of Lata Didi”

PM @narendramodi receives Lata Deenanath Mangeshkar Award at a ceremony in Mumbai. https://t.co/62eWs6vzvJ"
20,"As we celebrate #PanchayatiRajDiwas, we invite you to share your ideas and suggestions to support the MSMEs and cottage industry in rural India through panchayats. Share your valuable inputs with us at: https://t.co/5fjD6DgCFB https://t.co/yxFhK8kOya"
21,"क्या आप जानते है? गरीबों को निशुल्क राशन वितरण हेतु प्रधानमंत्री गरीब कल्याण अन्न योजना को सितंबर 2022 तक बढ़ा दिया गया है!
आइए #SabkaVikasMahaQuiz में भाग लेकर सरकार की जनहितैषी योजनाओं के प्रति अपनी जानकारी परखें और जीतें नकद पुरस्कार। विजिट करें: https://t.co/DtNHH8nvmq https://t.co/5YvtcSy08F"
