,Tweet
149,"Drug reps had big expense budgets in their heydey and would wine and dine physicians, and it's unlikely things will ever be the same. https://t.co/VAWLg7d8rS #TwitteRx"
150,"Transmitted by the bite of the aggressive “lone star” tick, Heartland virus is on the move, spreading from Missouri to Georgia. https://t.co/hxfy0Qg3R5"
151,Researchers have developed an algorithm to help clinicians determine whether patients have AHA https://t.co/TZ5tcddaXA
152,"It seemed clear that the growth was linked to a recent trip to a tropical location. But the true cause wasn’t the one that was originally suspected. Solve the case of the nonhealing boil:
https://t.co/NeeVejFFaX"
153,"A 53-year-old woman with a history of hypertension, hyperlipidemia, active tobacco use, and obesity presents with a 1-week history of chest pain and dyspnea. What’s your diagnosis? https://t.co/f7E8KSSbcX"
154,"A 61-year-old woman presented with a history of an asymptotic rash on her hands. Could her smoking history be associated? 
https://t.co/pBA5hKhonz"
155,"A third of critical care workers reported some degree of psychological problems in the early phase of the COVID-19 pandemic, based on survey results. https://t.co/npsDaoRfex"
156,"Philadelphia rescinded its face mask mandate, only 3 days after the mandate went into effect https://t.co/08XgIGGoUq"
157,"People whose parents live into their 90s are at lower risk than the general population for T2D...and so are their spouses, new research suggests.
https://t.co/Rtt7WyQKY8 #MedTwitter"
158,"Metformin may be associated with a lower risk of neurodegenerative disease, particularly when the drug has been prescribed for 4+ years, according to a systematic review and meta-analysis of longitudinal data. https://t.co/3hZorHWgLW #TwitterRx"
159,It may seem like déjà vu as not much has changed regarding the rankings of top US medical schools over the past two years. https://t.co/STu6glocXZ #MedTwitter
160,Wearing glasses may lower COVID-19 risk https://t.co/RlYftjw6Nq https://t.co/2Zc5e4ncPw
161,"Cancer survivors who experience medical financial hardship have a higher risk of dying than survivors who do not experience the same difficulty.
https://t.co/JtkurRru7s"
162,"Clinicians are struggling to make sense of conflicting regulations on whether measuring PD-L1 is essential before prescribing checkpoint inhibitors for gastroesophageal cancer.
https://t.co/rPycRjFxTO"
163,"Although skin biopsy remains the gold standard, advances in genetic expression profiling are helping dermatologists provide a nuanced approach to managing suspicious lesions. https://t.co/D5KT9rzas4 #AAD2022 https://t.co/VbsOb0ctoT"
164,"MELOS: LBB area pacing promising for bradyarrhythmias, HF
https://t.co/O2VfTmWfQZ  @theheartorg #EHRA2022"
165,"Daily fasting with calorie restriction may not lead to shedding more pounds than just cutting back on calories, new study finds. https://t.co/I8Y3VhnUCP"
166,Research into how psychedelics cause alterations in awareness resulted in this week's top trending clinical topic. https://t.co/PRtkh5qAN5 https://t.co/P28VWgJLnH
167,"Most people in the U.S. continue to support a mask requirement for those traveling on public transportation, according to an AP poll. 

https://t.co/qVosbES5sU"
168,"It’s not a lie… if you believe it.
https://t.co/swxo7vcO1S https://t.co/NBMDMWFK3c"
169,An immunocompromised patient who was initially infected with a pre-Alpha variant tested positive for a total of 505 days before dying. https://t.co/fYL44PKxbx
170,A patient's story illustrates the tremendous improvement in lymphoma treatments over the last three decades. https://t.co/Y4ul1dguYG https://t.co/PKcNnnwZdI
171,"Patients with #rosacea are more likely to experience ocular symptoms, including foreign body sensations, itching, dryness, hyperemia, and conjunctival telangiectasia. https://t.co/InMlCcMZi6 #RosaceaAwareness"
172,View the types of damage patients can suffer at different wound sites from gunshot wounds: https://t.co/UJ2KHW6snV
173,"Because many patients are too embarrassed to seek diagnosis and treatment, the true prevalence of hemorrhoids remains unknown.
https://t.co/YfJVNDEp3X"
174,"As many as 5% of the global population have hypothyroidism, with research suggesting that another 5% remain undiagnosed. As many are unaware, can you recognize it?https://t.co/4b0meEbJwb #MedTwitter"
175,Dr Christoph Diener discusses six neurology studies that were published recently. https://t.co/gapkzyL9wy https://t.co/filxAINLcx
176,"Psychiatric disorders have been linked to a higher incidence of COVID-19 infection, especially in older persons. https://t.co/g8EYMufZqP"
177,Cardiovascular-related mortality for people with severe mental illness is about twice that of the general population. https://t.co/oVlIuAJ2Le #MedTwitter https://t.co/EGU6evC1jA
178,"If you're not sure what to make of the ruling or if it's safe to travel public transit without a mask, keep reading for expert guidance. https://t.co/GDAomqx55g"
179,"Emotional or sexual abuse in childhood may increase risk of MS in women, and risk may increase further with exposure to multiple kinds of abuse, according to the first prospective cohort study of its kind.
https://t.co/5C1B5bG5gN"
180,About 30% of COVID-19 patients developed long COVID https://t.co/BEvhPaN3Sv
181,A great alternative to pill swallowing -- researchers are developing new methods of administering drugs that are more convenient and could work faster with fewer side effects. https://t.co/AJaLRNDNWL
182,"You Want Me to Tan My WHAT, Tucker Carlson?
https://t.co/VcuqaYwVct"
183,"In an unprecedented murder case about end-of-life care, a physician accused of killing 14 critically ill patients with opioid overdoses was found not guilty by a jury. https://t.co/XsnMLSTdvl"
184,"Health officials investigate mysterious hepatitis cases among children in the U.S., U.K., EU -- and now Israel. https://t.co/SFckZxB2Z8 https://t.co/dAXaRy2Oc6"
185,Life expectancy: Where U.S. falls among 'peer countries' https://t.co/7TMLOZL4Wa
186,.@JagSinghMD gets the details on BIO|GUARD MI from Christian Jøns #ACC22 #EPeeps https://t.co/QCe7tkzsZN
187,Data suggests a nearly 25% increased risk of breast cancer risk + 60% increased risk for prostate cancer among those who frequently consumed nitrate-containing products. https://t.co/hV480Nq2aE
188,"What happens when ""hesitancy"" turns into suspicion and skepticism of the healthcare system? https://t.co/vpepsnqaPc https://t.co/8SmoB5woiE"
189,California naturopath recently pleaded guilty to falsifying COVID-19 vaccination cards and offering patients lifelong protection from COVID-19. https://t.co/D1fXUTr1uK
190,"Men who regularly used #Viagra were more likely to suffer visual impairment, including retinal detachment and blindness, large cohort study finds. #TwitteRx https://t.co/uONgloGCeF https://t.co/FMlQuC2Up3"
191,Update your knowledge of anticonvulsants -- a widely used group of drugs with this short quiz. https://t.co/pZuSYXT7Mj #TwitteRx
192,Read about the various types of #bluntforcetrauma and their potential complications: https://t.co/DfslJaZpe6
193,"RLS occurred in approximately 40% of adults with X-linked adrenoleukodystrophy, based on data from 32 individuals. https://t.co/6MX1jNdPq5"
194,"DOJ will appeal a Florida judge's ruling Monday blocking the Biden administration's mandate that masks be worn on airplanes, trains, and buses. https://t.co/wgUfa2VnXl https://t.co/YpEQv2sITy"
195,"The invasion of Ukraine is a ""dangerous wake-up call for the United Nations"", Russian Foreign Minister Sergei Lavrov has claimed https://t.co/asXoLrWTuf"
196,Primark plots price hikes as sales rise 59% in first half of financial year https://t.co/cr8xmu9TBM
197,"BREAKING: The four people who were fatally stabbed in a house in Southwark, London have all been named by the Metropolitan Police.

https://t.co/3J561ESMYo

📺 Sky 501, Virgin 602, Freeview 233 and YouTube https://t.co/C032xA28O8"
198,"Watch Sky News at Ten for all the latest stories making the headlines as well as...

🌎 Live updates from across the globe
🗣️ Expert analysis
📰 Press Preview

==================================

🕙 10pm
📅 Weekdays
📺 Sky 501 / Freeview 233
📱 Watch live: https://t.co/MTAJy15gOc"
199,Bermondsey stabbings: All victims identified as suspect under arrest in hospital https://t.co/uZCgwbOXXm
200,"Campaigners are calling for the Queen's Platinum Jubilee bank holiday to be made permanent, with the chancellor reportedly considering the proposal https://t.co/Xa6CqBPkzH"
201,HSBC pauses share buyback amid economic uncertainty https://t.co/z592IxSKRE
202,Opening a new UK coal mine 'unlikely to displace Russian imports' https://t.co/Q9j1yYus7y
203,"""Nobody wants any wars.""

Russian Foreign Minister Sergei Lavrov claims there was ""blatant sabotage of the Minsk agreements by Kyiv"" adding, 'the UN Secretary did not intervene'.

Latest on Ukraine: https://t.co/Kerc77lRC1

📺 Sky 501, Virgin 602, Freeview 233 and YouTube https://t.co/NdHi17ut60"
204,The Princess Bride star Cary Elwes has been treated in hospital after being bitten by a rattlesnake https://t.co/CcYUJ2RpNR
205,"""It is my deep conviction that the sooner we end this war, the better.""

UN Secretary General Antonio Guterres says he has had a ""very frank discussion"" with Russia's foreign minister Sergei Lavrov.

Live updates: https://t.co/9GCJzHFTWb

📺 Sky 501, Virgin 602, Freeview 233, YT. https://t.co/FT4VEX25Y7"
206,Caroline Flack: Festival will take place to celebrate Love Island presenter's life https://t.co/PUlBCmJoNY
207,"What now for Twitter ❓

💬 Ask our tech and finance correspondents a question about Elon Musk's $44bn takeover ahead of our live Q&amp;A at 1:30pm 👇"
208,"""We recognise that we face a crisis within a crisis in Mariupol.""

UN Secretary General Antonio Guterres says the United Nations is ready to ""fully mobilise"" its human and logistical resources to help save lives in Mariupol. 

Live updates: https://t.co/tc1JT2tDEy https://t.co/8cvKn8ZT6N"
209,A 25-year-old man has been charged with murder after a man died following a fight in Northampton https://t.co/b3f51SjfZk
210,National debt interest payments rise to record £70bn  https://t.co/vD5edtCnXS
211,"What could Putin's next move be?♟

Join us for our special programme at 🕖 7pm as @DermotMurnaghan discusses the latest on the war in Ukraine with a panel of guests from Russia and the West 💬

📺 Sky 501, Virgin 602, Freeview 233, YouTube
📱 https://t.co/MTAJy15gOc"
212,"Angela Rayner has said a Mail on Sunday article that claimed Tory MPs had accused her of a Basic Instinct ploy to distract Boris Johnson was ""misogynistic"", ""sexist"" and ""steeped in classism"" https://t.co/b7lH33weUY"
213,New analysis by Sky News shows that simple changes to our behaviour won't just save us money but could significantly cut the country's carbon emissions https://t.co/7VyE19KKLt
214,Harlow fire: Firefighters tackle huge blaze at industrial site in Essex https://t.co/bo81syao7i
215,"Every Tuesday, @TrevorPTweets meets people with differing opinions on one of the big issues making the headlines.

Tonight on #CommonGround at 9pm 👇
💬 Should misogyny be made a hate crime?

📺 Sky 501, Virgin 602, Freeview 233, YouTube
📱 https://t.co/MTAJy15gOc"
216,What is driving the surge in sudden onset hepatitis in young children? https://t.co/DeSpzUjvYB
217,"Ukraine war: 'Entirely legitimate' for Kyiv to hit military targets in Russia using Western weapons, minister says https://t.co/QF6KImmi1F"
218,"On the @IanKingSky business podcast, we look at Elon Musk's deal to buy Twitter and what it means for the platform, plus John Holland-Kaye joins us to discuss Heathrow Airport's profits.

🎧 Listen here 👇https://t.co/gw0OBllPJp"
219,"The head of the United Nations has said his priority is to ""minimise human suffering"" in Ukraine as he begins talks in Russia today https://t.co/k31qe4h0MS"
220,Twitter takeover: Jeff Bezos questions Elon Musk's ties to China https://t.co/OxbIWkRBvd
221,Previously unseen footage from the aftermath of cinematographer's death shows the police arriving at the scene and questioning people https://t.co/1WKUwEsPAj https://t.co/qroYiilUp6
222,"The Earl and Countess of Wessex have been urged to use their ""diplomatic influence"" to get ""reparatory justice"" for Antigua and Barbuda. https://t.co/wq8aDQ0L3U"
223,"Heathrow Airport has said it will be unable to make a profit this year, with airlines already cancelling flights for the autumn https://t.co/EzFL5yqtP2"
224,Melissa Lucio: Death row inmate given stay of execution as doubts grow she killed her daughter https://t.co/3qXqdnfOa0
225,James Heappey MP insists that the government is working to tackle the spiralling cost of living crisis hitting the UK https://t.co/kgdF9qX4lr https://t.co/2MAofsagBM
226,Police have released footage of an interview conducted with actor Alec Baldwin from October 2021. Read more: https://t.co/H62y7BUECA https://t.co/vgDI0Vqu1d
227,Ukraine war: UN chief says priority is to 'minimise human suffering' as he begins talks in Moscow https://t.co/rwA7JETMuE
228,A mini manuscript written by novelist Charlotte Bronte when she was 13 will be returned to her home in Yorkshire after being bought for $1.25 million https://t.co/HOaBcdalNY
229,"What now for Twitter ❓

💬 Ask our tech and finance correspondents a question about Elon Musk's $44bn takeover ahead of our live Q&amp;A this afternoon at 1:30pm 👇"
230,YouTuber's pilot licence revoked after he 'crashed plane to get views' https://t.co/hvIbEjJgb8
231,Emma Raducanu: US Open champion splits with coach Torben Beltz after only five months https://t.co/oPd4iW69nZ
232,"The first year of the UK's post-Brexit trade agreement with the EU saw firms on the continent lose a greater percentage volume of trade than exporters from the UK, according to research https://t.co/Fre1OtRqLr"
233,Boots owner sets mid-May deadline for suitors' £5bn bids https://t.co/nqNyfAlb7q
234,"North Korean leader Kim Jong Un has vowed to bolster his nuclear forces at ""maximum speed"" - and threatened to use them https://t.co/1YybiROedX"
235,Heathrow Airport says no profits this year as travel remains turbulent https://t.co/N1fBRg3vaC
236,"Spiking someone's drink or injecting them with drugs is a heinous crime that should be a specific criminal offence, according to a group of MPs https://t.co/gXYpVzU9nm"
237,Cary Elwes from The Princess Bride and Stranger Things bitten by rattlesnake https://t.co/AIz9MEKWO1
238,"The banker was gunned down on his doorstep 18 years ago, and despite a major manhunt his killer remains at large https://t.co/mZNqjoxqRx"
239,Platinum Jubilee bank holiday should be made permanent campaigners say as chancellor 'considering the proposal' https://t.co/BVhyzfCeQt
240,There has been an increase in women using hormone replacement therapy for menopause symptoms and suppliers have been struggling to keep up with demand https://t.co/0dm4D3ncdW
241,"'You will lose', Zelenskyy tells Russia.

Ukraine's president issues a defiant warning to Russia, saying that history has shown actions such as Vladimir Putin's can only lead to defeat.

Latest on Ukraine: https://t.co/LFzZZsD0QB https://t.co/xV2nLmxefl"
242,"What now for Twitter? ❓

💬 Ask our tech and finance correspondents a question about Elon Musk's $44bn takeover ahead of our live Q&amp;A this afternoon at 1:30pm 👇"
243,Studies show professional footballers are three-and-a-half times more likely to die of neurodegenerative disease than non-players of their age https://t.co/zELieTexHm
244,"The UK is sending more ambulances and further funding to train Ukrainian doctors to deal with mass casualties, Boris Johnson has announced https://t.co/05YOYmoGce"
245,"""All I want is a peaceful sky"".

Ludmila Kyrichenko is 74 and has lived in Saltivka nearly half her life.

The city has been under intense shelling from nearby Russian forces, but Ludmila is not leaving.

Read more: https://t.co/y8zrN767PL https://t.co/GfhldApf8D"
246,"Many people in Britain are facing an increase in energy bills, council tax and the effects of a National Insurance tax rise - as well as inflation hitting a 30-year-high of 7% earlier this month https://t.co/1wp4pdPfFS"
247,"#COVID19: People in Beijing have stockpiled food and other supplies, as the city's biggest district began mass testing residents amid a new outbreak of coronavirus.

The testing regime has prompted fears of a lockdown, similar to the one in Shanghai.

https://t.co/iOm40vn1kt https://t.co/n4FOjFoL1q"
248,"""We want to have full freedom and full independence.""

Jamaican Tourism Minister Edmund Bartlett says Britain and Jamaica have had a ""strong partnership"" over the years however, ""the time has come for the repatriation of the sovereignty"".

https://t.co/iOm40vn1kt

📺 Sky 501 https://t.co/j6n7S13oYU"
249,"This is the moment an unsecured chair flew off a pickup truck and hit a police car in South Burlington, Vermont.

No one was injured in the incident, and the driver of the pickup was given a ticket for having an unsecured load.

Today's top stories: https://t.co/iOm40vn1kt https://t.co/IwUpGFborY"
250,A British man is one of two European men charged over conspiring with an American cryptocurrency developer to help North Korea evade US sanctions https://t.co/VPLm2YJofp
251,".@skynewsniall: ""Did Lisa Nandy tell Sir Keir Starmer he was focusing too much on partygate?""

@LouHaigh : 'It is possible for people to hold two thoughts in their head; the cost of living and anger about a law-breaking prime minister.'
 
https://t.co/iOm40vn1kt

📺 Sky 501 https://t.co/kKqkA3ZdFW"
252,"The Kremlin says there is ""considerable"" risk of the conflict escalating to nuclear weapons https://t.co/qufQGH0cN5"
253,Twitter has reached an agreement for billionaire Elon Musk to buy the social media platform in a $44bn (£34.6bn) deal
254,A Japanese woman believed to have been the world's oldest person has died aged 119 https://t.co/E8Dev273d9
255,"The first fully private trip to International Space Station splashes down safely in the Atlantic.

The trip, co-organised by SpaceX and Axiom, lasted a week longer than originally planned due to bad weather on Earth. 

Today's top stories: https://t.co/iOm40vn1kt https://t.co/KzBvsbMumq"
256,"'This isn't about stifling free speech, but it is about upholding standards in parliament.'

Labour's @LouHaigh responds to the Commons Speaker, Sir Lindsay Hoyle, summoning the editor of the Mail on Sunday over an article about Angela Rayner.

https://t.co/01xkYjquAj https://t.co/N6gellUKDQ"
257,"""We're not ever going to have complete immunity of the whole population.""

Dr David Nabarro says COVID, unlike other infections, causes ""the body to wane over time"" leading to repeat infection.

Today's top stories: https://t.co/4ozTbgvoxl

📺 Sky 501 and YouTube https://t.co/RVj63HHzaX"
258,"""People's data is the new gold.""

Reacting to Elon Musk's $44bn takeover of Twitter, @PhilipIngMBE says 'we have to make sure Musk cannot abuse his position from owning such a powerful platform'.

https://t.co/RDHzBnfXfN

📺 Sky 501, Virgin 602, Freeview 233 and YouTube https://t.co/YXtakAo2Lh"
259,"""Of course there's misogyny and sexism in Westminster.""

@LouHaigh says the recent Mail on Sunday article was ""revolting"" and ""disgusting"" but it says more about the Tory MPs who briefed the journalist than it does ""the overall culture in Westminster.""

https://t.co/TSJmqhM1Rp https://t.co/6s3umP5AKA"
260,"At least two large fires in Bryansk near Ukraine after explosions.

Sky News has verified and located these videos to Bryansk, Russia - around 100 miles from the Ukrainian border. Russia's Ministry of Emergency Situations said nobody had been hurt.

https://t.co/DttE3vDARZ https://t.co/S9YNoOeBYJ"
261,"Could Moldova also be targeted by Russia?

Former Director of Policy Planning for NATO, Fabrice Pothier, says ""nothing should be dismissed with Vladimir Putin"", but adds that Russia is yet to even seize Odesa.

https://t.co/ZV1erEJeal

📺 Sky 501, Virgin 602, Freeview 233 https://t.co/mV1HfF6bGq"
262,"Footage released by the police shows Alec Baldwin on the set of Rust practising with a gun. The images were captured before cinematographer Halyna Hutchins was fatally injured.

Read more: https://t.co/cJrXc0XRxP https://t.co/JbEu1a8wry"
263,"Police bodycams and dashcams as well as footage inside hospital, show previously unreleased moments surrounding the shooting https://t.co/dqKrvmcCTI"
264,"'You will lose', Zelenskyy tells Russia.

Ukraine's president issues a defiant warning to Russia, saying that history has shown actions such as Vladimir Putin's can only lead to defeat.

Latest on Ukraine: https://t.co/LFzZZsUBI9 https://t.co/iVY7KFgUks"
265,Russia says it wants to reduce 'considerable' risk of nuclear war - amid claim there is 'every chance' Ukraine could win in Donbas. Live updates https://t.co/X06r1CmD1F
266,"Shadow transport secretary @LouHaigh joins @skynewsniall as Russia says it is 'engaged in war' with NATO and tells the West to stop supplying weapons to Ukraine.

🕗 8.05
📺 Sky 501, Virgin 602, Freeview 233 and YouTube
📱 Watch live: https://t.co/5xGmiZZPBm"
267,"""The shelling was very intense there. Our boy took it so badly,"" his father Igor tells Sky News https://t.co/Z5yYkcZ9aj"
268,"""I find the whole thing ridiculous, offensive... I'm sorry for Angela.""

@JSHeappey responds to an article about Labour's Angela Rayner that has been condemned as 'misogynistic', saying ""Westminster has got itself in a mess"".

https://t.co/YW4NK9OXRV https://t.co/VPnMPWN0wr"
269,"""There is pressure from Moscow to deliver a victory by 9 May so that Putin can have a nice parade through Red Square.""

James Heappey MP says the Russian army 'launching an offensive now is going to cost them thousands more lives.'

https://t.co/SWkj0KivEI

📺 Sky 501 and YouTube https://t.co/iMpGYieNDl"
270,"It is not inevitable that Russian forces will manage to take parts of Ukraine's Donbas region, says @JSHeappey.

The armed forces minister says Ukrainian forces are ""soaking up a huge amount of Russian combat power"".

https://t.co/th47qdMkTI https://t.co/qIRTDoHNFP"
271,The World Health Organisation reported one death of a child with hepatitis this weekend but did not say where it had occurred https://t.co/5yBzSBxAj6
272,"On today's #Daily podcast, @LeahBoleto is joined by Sky's @JoePike, Labour's @HarrietHarman and former Tory MP @Anna_Soubry to discuss the treatment of women in Westminster .

🎧 Listen here 👇 https://t.co/SnPIf4hgbz"
273,Watch live: @skynewsniall is joined by Armed Forces Minister @JSHeappey and shadow transport secretary @LouHaigh as Russia says it is 'engaged in war' with NATO and tells the West to stop supplying weapons to Ukraine https://t.co/TwcEMjU7p2
274,"The former president's business practices are being investigated by the New York attorney general, who says she has found ""significant evidence"" the Trump Organization relied on ""misleading valuations"" for more than a decade https://t.co/GiJzFovqOk"
275,"""All I want is a peaceful sky"".

Ludmila Kyrichenko is 74 and has lived in Saltivka nearly half her life.

The city has been under intense shelling from nearby Russian forces, but Ludmila is not leaving.

Read more: https://t.co/y8zrN767PL https://t.co/RZELghJGZx"
276,"An audio recording of Heard and Depp discussing their relationship breakdown in 2016 was played, in which the actress can be heard saying to Depp: ""Tell the world Johnny, tell them I Johnny Depp, a man, am a victim too of domestic violence"" https://t.co/XCz8fwrVuE"
277,"Minister for the Armed Forces @JSHeappey joins @skynewsniall as Russia says it is 'engaged in war' with NATO and tells the West to stop supplying weapons to Ukraine.

🕖 7.05
📺 Sky 501, Virgin 602, Freeview 233 and YouTube
📱 Watch live: https://t.co/5xGmiZZPBm"
278,North Korea: Kim Jong Un vows to boost his nuclear arsenal at 'maximum speed'  https://t.co/K8RtXvOznz
279,"Three stories:

🔴 Ukraine: Russia says it is 'engaged in war' with NATO https://t.co/lOFu5HxcTh
🔴 Alec Baldwin Rust shooting: New video released of Halyna Hutchins' death https://t.co/szvRFR7OB0
🔴 Elon Musk and Twitter reach agreement for $44bn takeover https://t.co/uhIU8kZpkL"
280,"Although the agreement isn't the final step, the announcement means the Tesla founder is in the end game of acquiring the social media platform https://t.co/P96U12iYAg"
281,Twitter has reached an agreement for billionaire Elon Musk to buy the social media platform in a $44bn (£34.6bn) deal
282,"Music entrepreneur and YouTube star Jamal Edwards died holding his mother's hand, she has said in her first interview since his death https://t.co/RksuGYebhM"
283,Former Emmerdale star Malandra Burrows has revealed she has stage three breast cancer and is facing six months of chemotherapy https://t.co/1FIeUxROgn
284,Ukraine: Russia says it is 'engaged in war' with NATO and tells the West to stop supplying weapons to Ukraine https://t.co/pkOtzq0Z3A
285,Alec Baldwin Rust shooting: New video released of Halyna Hutchins' death  https://t.co/pK5KCneSDJ
286,Dementia research: Ex-professional footballers urge to step forward for study https://t.co/YK0fd6ZMEL
287,"Brexit: EU firms 'lost greater volume of trade than UK exporters', report finds https://t.co/d6gl732uzs"
288,Spiking: MPs say it is a heinous crime and should be a specific criminal offence https://t.co/Gz3240XkN0
289,"Alistair Wilson murder: Objection to hotel deck may be the key to Scottish banker's murder, police say https://t.co/3v6UUEpGuf"
290,"The UK is sending more ambulances and further funding to train Ukrainian doctors to deal with mass casualties, Boris Johnson has announced https://t.co/iNGIkXDasW"
291,A mini manuscript written by novelist Charlotte Bronte when she was 13 will be returned to her home in Yorkshire after being bought for $1.25 million https://t.co/UKfKwG1JXU
292,"The Earl and Countess of Wessex have been urged to use their ""diplomatic influence"" to get ""reparatory justice"" for Antigua and Barbuda. https://t.co/pZoFU8A2BK"
293,Ukraine war: UK sending ambulances and providing mass casualty training as Russia invasion continues https://t.co/7ga9QJ6PJV
294,"To prevent the spread of #COVID19, ensure the use of face mask in enclosed and public spaces.

🔗 @PSCCOVID19 guidelines:
https://t.co/UTFlBUq3vp

#TakeResponsibility https://t.co/f9Xzzpu8NT"
295,"It is #WorldImmunisationWeek

Vaccines are a safe and effective way to prevent infectious diseases like yellow fever, measles, meningitis, #COVID19 and others.

Play your part to achieve #LongLifeForAll. 

#VaccinesWork

📸 2017 https://t.co/jyFZ8FNhhQ"
296,"#NCDCPublication📚

Timely access to emergency funding has been identified as a bottleneck in Nigeria's outbreak response. 

In February 2019, through partnerships with @AfenetNigeria and @ResolveTSL, we established a Revolving Outbreak Investigation Fund (ROIF). https://t.co/q6dOdUWE6S"
297,"Malaria, like several other diseases, is preventable by harnessing disease-burden reduction innovations.

This #WorldMalariaDay2022, we join our voice with the global community to call for investments that bring new approaches to ensure resilient &amp; equitable health systems. https://t.co/NxrBhLzgQ5"
298,"Despite the decline in #COVID19 cases, Nigerians are encouraged to refrain from non-essential gatherings.

Comply with #COVID19 interventions guidelines such as the MANDATORY use of face masks in public settings.

🔗Guidelines:
https://t.co/UTFlBUq3vp

#TakeResponsibility https://t.co/qpWu21JyhG"
299,"We must awaken to the reality that #COVID19 is one out of numerous public health emergencies that we face.

We must continue to invest in improving #Nigeria’s health security for current and future public health emergencies. https://t.co/7qZ8H62O41"
300,"📚

@TheLancet commissioned a study that comprehensively assessed the global burden of bacterial #AntimicrobialResistance:
https://t.co/PfMW954SpI

Our epidemiologist, @beeodune writes about the implications of this study results for Nigeria.

🔗Read via
https://t.co/RsoAaX1bLb https://t.co/Zupgzl2rS6"
301,"6 new confirmed cases of #COVID19Nigeria;

Lagos-2
Rivers-2
Bauchi-1
Nasarawa-1

255,685 confirmed 
249,890 discharged 
3,143 deaths 

#TakeResponsibility https://t.co/U7YVASgJTM"
302,"#TodayInNCDC

We received representatives of the @LSHTM Nigeria Alumni on a courtesy visit to our headquarters.

Everyone - government, private &amp; public sector, communities, health practitioners &amp; individuals -have a role to play to strengthen public health in Nigeria &amp; globally. https://t.co/NDqryJo6tY"
303,"#Lassafever can be transmitted by food that has been contaminated by the urine and faeces of infected rats.

➡ Cook foods properly before eating.

➡ Store foods away from animals

#TakeResponsibility https://t.co/6hyT9emx6M"
304,"Washing your hands is still an effective way to reduce the spread of #COVID19 and other infectious diseases.

Be sure to wash your hands frequently with soap under running water.

If water is not available, use a hand sanitiser.

#TakeResponsibility https://t.co/KqewGHQtHL"
305,"Healthcare workers are advised to always practice standard infection prevention and control measures.

Wear gloves and other appropriate personal protective equipment while providing care to a patient or relative.

#LassaFeverInfo https://t.co/37w2d9KeR1"
306,"Masks are still a key way to prevent the spread of #COVID19. 

When you wear a mask in public domains and indoor gatherings. 

Ensure it's fitted properly over your mouth and nose.

#TakeResponsibility https://t.co/12S2OUhoAK"
307,"9 new confirmed cases of #COVID19Nigeria;

FCT-6
Lagos-3

255,679 confirmed 
249,886 discharged 
3,143 deaths 

#TakeResponsibility https://t.co/2bb0dtNSjd"
308,"📚

#AntimicrobialResistance poses one of the greatest threats to human health in sub-Saharan Africa

Our Field Epid, @beeodune carried out a comprehensive estimate of the burden of AMR &amp; writes about the implications of the study results for Nigeria

Read
https://t.co/RsoAaX1bLb https://t.co/5PriiB4Pmu"
309,"Here are simple &amp; effective actions to take to help protect yourself, family &amp; community against #COVID19.

💉#GetVaccinated
😷Wear a face mask in public &amp; indoor gatherings
🌬️Keep spaces well ventilated
🧼 Wash your hands frequently
🤒 Stay at home when ill

#TakeResponsibility https://t.co/EpUMetum7A"
310,"#NCDCPublication📚

Several disease outbreaks have been recorded in Nigeria in the last 10 years with imported cases of #Ebola in 2014, annual outbreaks of #YellowFever, #LassaFever, #CerebrospinalMeningitis, #cholera, #measles, and most recently, #COVID19. https://t.co/gE6DHqoANt"
311,"#Lassafever is a zoonotic disease transmitted through direct or indirect contact with rats.

Practice personal and environmental hygiene to prevent the infestation of rats in our homes and communities.

#TakeResponsibility https://t.co/KvRNDswYI5"
312,"The overall goal of Infection Prevention &amp; Control is to maintain an environment of care that minimises risks of infection for patients, staff &amp; visitors

These #IPC guidelines must be practised by all #HCWs in public &amp; private primary, secondary &amp; tertiary healthcare facilities. https://t.co/ngzyFYASbY"
313,"22 new confirmed cases of #COVID19Nigeria;

Lagos-10
Nasarawa-6
FCT-3
Rivers-3

255,670 confirmed 
249,879 discharged 
3,143 deaths 

#TakeResponsibility https://t.co/OptwsncdgM"
314,"#Lassafever is preventable.

Be a guardian of proper hand hygiene in your community

Promote frequent #handwashing with soap and running water. https://t.co/NDAOGSZRBb"
315,"Infection Prevention &amp; Control #IPC is fundamental to the delivery of safe healthcare by workers and the provision
of safe services for patients.

Effective #IPC implementation is critical to preventing the spread of healthcare-associated infections.

🔗 https://t.co/AvWwV4SqC9 https://t.co/ls6k893mTt"
316,"Our weekly #COVID19Nigeria situation report(Epi Week 14) has been published.

The weekly #COVID19 situation reports provide a summary of the epidemiological situation, datasheet &amp; response activities in Nigeria.

Download:
https://t.co/Xo1WG4QDYT

#TakeResponsibility https://t.co/psRWASoFyc"
317,Get vaccinated. #YesToCOVID19Vaccine https://t.co/S19HscpPsu
318,"#HappyEaster Nigeria!

We wish you and your loved ones a happy, safe and healthy celebration! https://t.co/T8AmQJIjoE"
319,"Our latest #LassaFever situation report (epidemiological week 14) has been published.

Read via https://t.co/bJgujjVUGH https://t.co/t5GAZhRUcZ"
320,"2 new confirmed cases of #COVID19Nigeria;

Delta-1
Rivers-1

255,648 confirmed 
249,847 discharged 
3,143 deaths https://t.co/6B55DzPcKe"
